ra,dec,source_type,z_spec,z_phot_mean,mag_g,mag_r,mag_z
42.485,-41.9114,SER,-99,0.4706,22.0059,20.2346,19.2386
42.4865,-32.6495,DEV,-99,0.7321,21.3482,19.742,18.0601
42.4929,-54.7728,SER,-99,0.4389,22.0403,20.175,19.1806
42.5009,8.5893,SER,-99,0.3682,20.6254,18.6882,17.5626
42.5042,-17.2022,DEV,-99,0.732,22.3061,20.312,18.5699
42.5047,17.4898,DEV,-99,0.5004,22.5905,20.744,19.3458
42.505,17.4888,SER,-99,0.6229,20.9072,18.966,17.3845
42.5126,-28.9902,REX,0.7452,0.6154,21.5541,20.0385,18.8448
42.5159,-12.626,DEV,-99,0.5815,21.6359,19.7245,18.3614
42.5281,-24.3292,DEV,-99,0.623,20.9065,19.0237,17.5296
42.5302,6.6867,SER,-99,0.3125,21.5099,19.7706,18.7518
42.535,0.1379,SER,0.8279,0.8035,22.7321,20.8337,18.894
42.5537,-24.6264,SER,-99,0.4383,21.0373,19.3613,18.3647
42.5589,-52.6568,SER,-99,0.3138,20.44,18.8126,17.9816
42.5681,-54.3481,SER,-99,0.8732,23.6958,21.355,19.3651
42.5701,-2.9978,SER,-99,0.385,20.9399,19.2231,18.2925
42.5777,20.7313,SER,-99,0.5953,21.7608,20.0047,18.4996
42.5818,-22.1748,DEV,-99,0.3507,21.1732,19.4151,18.3676
42.5889,-21.4956,SER,-99,0.5306,21.7672,20.0132,18.8626
42.5902,-14.7577,DEV,-99,0.6693,22.2421,20.7778,19.3848
42.5922,-51.9817,SER,-99,0.3632,19.4737,17.722,16.8583
42.595,-4.7935,SER,0.2867,0.2852,19.3512,17.7972,16.9821
42.5957,-26.9969,SER,-99,0.1127,19.1804,18.7464,18.4493
42.5967,17.4416,SER,-99,0.5219,21.3929,19.3578,18.0173
42.598,-7.119,DEV,0.3085,0.3601,20.151,18.4251,17.4278
42.6051,-3.7706,SER,0.4574,0.4734,21.0899,19.3345,18.2513
42.6167,-17.761,SER,-99,0.4212,20.2471,18.4155,17.434
42.6219,19.6221,SER,-99,0.1386,19.9449,18.6191,17.6069
42.6248,0.9774,SER,0.3456,0.3551,20.0282,18.2958,17.373
42.6335,-21.4922,SER,-99,0.3077,19.9005,18.5602,17.7439
42.6343,9.2761,SER,-99,0.2,20.1564,18.6991,17.659
42.6405,-53.032,DEV,-99,0.3564,20.5712,18.8866,18.04
42.6432,-54.9517,REX,-99,0.4307,21.8578,20.5269,19.8111
42.6433,17.7777,SER,-99,0.3432,18.8445,17.059,16.0418
42.6512,-16.5932,DEV,-99,0.8419,23.7386,21.2989,19.3239
42.6574,-22.3614,DEV,-99,0.8115,23.323,21.3409,19.4854
42.6631,-51.8862,SER,-99,0.7576,22.6033,20.6536,18.8928
42.6709,-22.8103,DEV,-99,0.9136,23.2669,20.9834,18.8927
42.6715,-16.9418,SER,-99,0.3156,20.4603,19.5329,18.8874
42.6725,-52.6013,DEV,-99,0.4625,22.0358,20.2694,19.2348
42.6747,20.2719,SER,-99,0.1749,18.8857,17.6644,16.8263
42.683,-32.7433,SER,-99,0.6634,22.0397,20.0967,18.5429
42.6904,9.0842,SER,-99,0.2818,19.9868,18.2523,17.2217
42.6915,-39.8318,SER,-99,0.7026,22.1874,20.1938,18.5374
42.7123,20.4834,SER,-99,0.563,21.3006,19.3358,17.8558
42.7139,-6.2842,REX,-99,0.2075,20.0435,19.3289,18.7815
42.7215,-62.3369,SER,-99,0.1525,19.4046,18.9157,18.6732
42.7316,-22.3927,SER,-99,0.6856,22.1046,20.0893,18.4604
42.7375,1.3875,SER,-99,0.1664,19.4097,18.8068,18.3827
42.7446,-25.6351,SER,-99,0.249,19.9855,19.2469,18.6709
42.7505,-28.5194,SER,0.6038,0.6039,20.8564,18.9387,17.4876
42.7547,-53.731,SER,-99,0.6772,22.3668,20.311,18.7099
42.7561,-54.9656,REX,-99,0.2386,20.4586,19.8727,19.5908
42.7582,-40.7705,DEV,-99,0.3867,20.6885,18.8645,17.955
42.7631,-9.0633,SER,-99,0.2543,18.0276,16.5824,15.777
42.7665,2.8265,SER,0.4514,0.5091,21.4535,19.7326,18.5358
42.7757,-58.3186,REX,-99,0.5914,21.6496,19.8974,18.6583
42.7812,-39.8764,SER,-99,0.9378,21.3007,20.7658,19.8025
42.7941,-8.8097,DEV,-99,0.6679,22.7505,20.8647,19.3287
42.8018,-31.8423,REX,-99,0.635,21.3195,20.0838,18.9973
42.8046,1.5053,SER,0.1958,0.1953,18.3265,17.0473,16.2626
42.8057,-18.9383,SER,-99,0.5011,20.7476,18.8008,17.6316
42.8153,-14.9397,SER,-99,0.2682,18.9998,17.4935,16.6931
42.8158,-19.582,SER,-99,0.5832,21.5744,19.6109,18.2173
42.8161,-14.9398,SER,-99,0.2918,20.4147,18.8656,17.9925
42.8191,-19.5867,DEV,-99,0.4954,21.3516,19.472,18.3573
42.8321,-60.4487,SER,-99,0.2941,19.9371,18.3822,17.5497
42.8331,-47.5693,SER,-99,0.2563,20.0302,19.1331,18.5562
42.8368,-63.0212,SER,-99,0.2139,18.5224,17.2337,16.4998
42.8491,-3.4496,SER,-99,0.2693,20.1719,18.6629,17.8146
42.8509,-25.5526,DEV,-99,0.1115,17.8902,16.9082,16.2367
42.8582,-61.3017,SER,-99,0.2165,18.8822,17.5744,16.8194
42.8724,-12.9518,DEV,-99,0.5659,22.4221,20.6079,19.3293
42.8726,-51.084,SER,-99,0.2837,20.6575,19.5088,18.5501
42.876,-19.266,DEV,-99,0.3306,20.5931,19.0033,18.1538
42.8826,-50.5934,REX,-99,0.272,19.7207,18.4839,17.7467
42.883,-21.8662,SER,-99,0.3223,19.7681,18.2499,16.821
42.8948,-55.06,REX,-99,0.4171,20.4335,19.2494,18.5901
42.8971,-12.3337,SER,-99,0.4324,20.2522,18.3861,17.3865
42.8988,-17.0461,SER,-99,0.3734,20.2461,18.4494,17.5297
42.9261,-51.0881,REX,-99,0.049,18.473,18.0606,17.8215
42.9323,-7.4191,SER,0.309,0.2983,19.7392,18.1461,17.3059
42.9399,-42.9398,REX,-99,0.8734,22.2808,21.3374,19.8943
42.9451,-12.0475,EXP,-99,0.5162,21.8075,20.7737,19.9415
42.9484,-19.698,SER,-99,0.3417,20.5128,18.8809,17.9854
42.9848,-22.5031,SER,-99,0.6651,20.9822,19.2626,17.7165
42.9905,-23.9785,DEV,-99,0.3488,18.7679,17.0313,16.1379
42.9952,-22.3693,REX,-99,0.4501,22.08,20.3096,19.3815
42.9971,-22.3695,SER,-99,0.4456,20.8917,19.1761,18.2151
43.0009,-30.4044,SER,-99,0.2799,20.2673,18.7455,17.9256
43.0068,1.8278,SER,-99,0.8034,21.2567,20.5281,19.4893
43.0181,-24.0656,REX,-99,0.3805,20.3695,18.793,17.9032
43.0262,5.7556,SER,-99,0.2634,20.3514,18.7995,17.8717
43.0411,-35.5528,EXP,-99,0.4272,21.4754,19.6452,18.6652
43.0475,-35.4255,SER,-99,0.6464,22.0474,20.1461,18.6501
43.0671,-10.2843,SER,-99,0.2457,19.7045,18.2716,17.4787
43.0704,-10.2949,DEV,-99,1.0197,21.9476,21.3009,19.992
43.0793,-7.9619,SER,-99,0.3736,21.4339,19.8959,18.5626
43.0823,-55.5254,EXP,-99,0.2402,20.0424,19.3014,18.8093
43.0899,-25.5553,REX,-99,0.2714,19.9371,19.0834,18.5549
43.0921,-36.9712,SER,-99,0.6594,21.4572,19.5111,17.9296
43.1017,-17.2301,REX,-99,0.0771,18.6437,18.1384,17.7624
43.1039,-21.6757,SER,-99,0.5941,21.1392,19.292,17.8743
43.1074,-60.3974,SER,-99,0.481,22.5128,20.7258,19.6365
43.1089,-41.1098,REX,-99,0.3218,20.6368,19.3061,18.3725
43.112,-53.8057,SER,-99,0.485,21.0331,19.1135,17.993
43.1253,-22.7394,SER,-99,0.2652,20.8021,19.6658,18.1011
43.1312,-18.2943,DEV,-99,0.4382,21.7395,20.2142,19.3468
43.1317,-18.2936,DEV,-99,0.7281,21.7091,19.9544,18.2859
43.1355,-36.9481,SER,-99,0.216,19.0739,17.7654,17.0197
43.1405,-28.3773,SER,-99,0.3578,21.8532,20.204,19.2949
43.1428,-1.175,SER,0.3148,0.3185,20.0516,18.3942,17.475
43.1442,-3.5201,SER,0.7853,0.416,19.866,18.4598,17.5563
43.1446,-3.5197,REX,-99,0.6445,21.4259,20.0257,18.7767
43.1548,-53.218,SER,-99,0.5308,21.0617,19.1638,17.9385
43.1617,-56.7792,SER,-99,0.2325,19.2689,18.0976,17.4634
43.1648,-24.9185,SER,-99,0.3333,19.5009,17.9528,17.1105
43.166,-24.9158,SER,-99,0.4093,21.8051,20.2269,18.7975
43.1705,-51.4495,REX,-99,0.4309,20.1509,19.3776,18.876
43.1721,-46.9393,SER,-99,0.2576,19.6707,18.4725,17.7199
43.1732,-14.9921,SER,-99,0.2477,17.9892,16.5387,15.6948
43.1805,-1.2448,SER,0.273,0.2611,18.995,17.469,16.6186
43.1806,-55.4713,SER,-99,0.6597,22.0337,20.1747,18.6554
43.189,-2.8683,SER,-99,0.3216,21.3685,20.4141,19.7548
43.196,-19.317,SER,-99,0.374,20.0138,18.9782,18.2797
43.2047,-0.9124,DEV,-99,0.4156,21.6513,19.6715,18.6405
43.2141,-27.2737,DEV,-99,0.4283,20.9508,19.2152,18.2099
43.2199,-58.2687,SER,-99,0.4606,20.7962,19.766,18.9343
43.2226,-19.2701,EXP,-99,0.7257,22.7386,20.778,19.0955
43.2273,-50.2977,SER,-99,0.3312,20.3845,19.0387,18.2412
43.2334,-24.3063,REX,-99,0.3463,20.4608,19.492,18.802
43.2437,-43.079,DEV,-99,0.5016,21.0868,19.5886,18.5701
43.247,-30.7594,SER,0.6197,0.6135,21.1311,19.2124,17.7338
43.2485,-38.3291,SER,-99,0.1719,19.7029,19.2777,19.0703
43.2492,-13.6159,SER,-99,0.8309,23.113,20.8559,18.9308
43.2573,-16.5807,SER,-99,0.291,19.7932,18.2283,17.3994
43.2595,-34.4405,SER,-99,0.4365,20.0853,18.4095,17.4404
43.2681,-22.4047,EXP,-99,0.5785,21.4842,20.3837,19.5781
43.2684,-22.4042,DEV,-99,0.5619,21.8315,20.0062,18.7436
43.2813,-11.3466,SER,-99,0.316,19.4074,17.7646,16.9119
43.289,-20.8028,DEV,-99,0.5004,21.1263,19.3314,18.1512
43.2899,-20.5371,SER,-99,0.4483,21.2492,19.446,18.4118
43.2901,-14.033,SER,-99,0.595,22.0358,20.0937,18.7093
43.2903,-38.3058,DEV,-99,0.4491,20.4503,18.5412,17.5267
43.2903,-14.0324,DEV,-99,0.6042,22.9878,21.0626,19.659
43.2957,-46.8099,SER,-99,0.344,20.9662,19.6979,18.8689
43.3027,-4.7961,SER,-99,0.2252,19.8496,18.5216,17.7404
43.3054,-9.9252,SER,-99,0.3021,18.9355,17.3136,16.4542
43.3092,-24.9702,DEV,-99,0.5693,21.1662,19.2021,17.8595
43.3205,-40.7487,DEV,-99,0.6461,22.5595,20.8004,19.3614
43.3243,-13.7027,SER,-99,0.2654,21.1578,20.09,19.3353
43.3318,-62.1967,DEV,-99,0.8001,23.4702,21.2897,19.3684
43.3335,-1.6789,SER,0.6283,0.6496,22.1773,20.2663,18.7391
43.3423,-28.5867,SER,-99,0.2863,20.3587,19.3453,18.5724
43.3445,-26.3877,SER,-99,0.3293,19.4348,17.796,16.9407
43.3622,-44.6746,SER,-99,0.7682,22.0173,21.1076,19.6013
43.3668,-24.7496,DEV,-99,0.1607,17.8847,16.7432,16.0078
43.3733,-19.527,REX,-99,0.7096,21.7524,20.7848,19.6725
43.3777,-25.4419,DEV,-99,0.6635,23.1641,21.3562,19.8739
43.3779,-15.3896,DEV,-99,0.578,22.3566,20.663,19.3837
43.3788,-47.4377,SER,-99,0.2223,18.5092,17.1482,16.3771
43.3991,-16.4194,REX,-99,0.2687,20.0868,19.3117,18.8638
43.4009,-35.4097,SER,-99,0.3695,19.9322,18.3396,17.4065
43.4046,-38.7684,SER,-99,0.2454,19.4921,18.0957,17.3202
43.4081,-23.6375,SER,-99,0.3116,20.3361,19.1547,18.3781
43.4347,-44.9831,SER,-99,0.1838,18.1836,17.1927,16.5353
43.4452,-19.9726,SER,-99,0.1273,19.7331,19.3358,19.0955
43.4943,-43.8834,SER,-99,0.1894,18.9407,17.9267,17.2115
43.4982,-22.5981,DEV,-99,0.6443,21.699,20.3792,18.949
43.5021,-47.2252,SER,-99,0.5181,22.1985,20.0066,18.7262
43.5037,-50.3356,SER,-99,0.1911,19.0371,17.8759,17.1931
43.5039,-31.4039,DEV,-99,0.8895,23.6547,21.2175,19.1283
43.5055,-35.6919,SER,-99,0.6183,21.7996,19.9109,18.4685
43.5057,-63.4305,SER,-99,0.3354,20.9191,19.2454,18.3243
43.5071,-42.3918,SER,-99,0.6523,21.1426,20.1808,19.1958
43.5086,-14.2458,DEV,-99,0.7634,22.7603,21.213,19.5426
43.5177,-23.5886,DEV,-99,0.4988,21.1038,19.2237,18.078
43.5347,-28.796,SER,-99,0.6321,22.0177,20.1085,18.6303
43.5374,-45.8678,SER,-99,0.6145,22.5575,20.9549,19.6883
43.5402,6.1735,EXP,-99,0.461,23.6786,20.9385,19.5649
43.7912,-27.5352,SER,-99,0.2807,19.8159,18.4321,17.5891
44.147,-5.4984,SER,-99,0.2067,19.2328,17.9938,17.2346
44.1615,-63.0767,REX,-99,0.5747,20.9931,19.8812,18.7184
44.3331,-2.7193,SER,-99,0.4149,19.7988,18.3944,17.4851
44.3566,-14.1727,SER,-99,0.2713,19.7402,18.7021,17.9246
44.5742,-42.2578,REX,-99,0.5743,21.0324,20.0317,19.1917
44.6782,-9.3324,REX,-99,0.8425,21.5747,20.8321,19.6093
45.1798,2.4119,SER,-99,0.2132,19.4036,18.2974,17.4026
45.8016,-27.9378,SER,-99,0.2221,18.8963,17.7814,16.9708
45.9694,-31.0052,SER,-99,0.2909,19.4241,18.1772,17.4133
46.2125,-8.6259,SER,-99,0.4098,20.3725,18.8945,17.9905
46.4172,-29.5712,SER,-99,0.3556,20.1239,18.3895,17.5169
46.5067,-19.0472,REX,-99,0.2917,20.1214,19.1762,18.5699
46.6144,-56.3946,SER,-99,0.268,19.7429,18.3741,17.5776
46.6494,3.5244,SER,-99,0.5892,20.9704,19.6243,18.4418
46.6542,-8.393,SER,-99,0.2756,19.9159,18.6303,17.8072
46.7161,-42.9697,REX,-99,0.4449,21.0346,19.7582,18.904
46.9545,-53.5553,REX,-99,0.6977,21.2619,20.1391,18.9477
47.0084,-28.2318,SER,-99,0.5376,20.6462,19.1182,17.9942
47.1385,-17.6676,REX,-99,0.7493,21.2935,20.4933,19.4214
47.1842,-8.603,REX,-99,0.4496,20.786,19.2974,18.315
47.3432,-47.1707,SER,-99,0.233,20.0049,19.2819,18.8485
47.4601,-58.6946,SER,-99,0.5449,21.9898,20.7501,19.5792
47.5124,-10.5368,REX,-99,0.4099,20.9196,19.9563,19.1014
47.7202,-22.723,SER,-99,0.1305,18.5938,17.7699,17.2003
47.7452,-41.4857,SER,-99,0.6162,22.3197,20.8964,19.6576
47.9174,-7.518,SER,-99,0.4286,20.4338,19.0556,18.1814
48.0609,-63.2826,SER,-99,0.4944,20.8687,19.5373,18.5899
48.1305,-6.982,DEV,-99,0.6291,21.2576,19.8556,18.5879
48.2048,-27.803,REX,-99,0.617,20.7309,19.6358,18.7174
48.3975,-48.2995,REX,-99,0.2931,20.0547,18.8965,18.1534
48.7905,-11.8256,SER,-99,0.3049,19.6811,18.3417,17.5224
48.7957,-13.5356,SER,-99,0.3546,20.1557,18.7468,17.8813
48.9937,-50.9561,SER,-99,0.3909,20.2873,19.3142,18.6807
49.9515,-56.7283,SER,-99,0.7938,21.3537,20.5608,19.5021
49.9923,-3.4863,SER,-99,0.5066,21.682,19.9396,18.8059
50.053,-64.8443,DEV,-99,0.769,23.0133,21.4118,19.7225
50.1062,-35.2171,SER,-99,0.4094,20.5975,18.9675,18.0438
50.4098,-11.9758,SER,-99,0.2223,20.302,19.0203,18.2864
50.8896,-42.0091,SER,-99,0.233,18.7191,17.5585,16.8339
51.1016,-2.027,SER,-99,0.5286,21.4869,19.6521,18.4139
51.115,-44.5028,EXP,-99,0.7927,21.8945,20.6627,19.1352
51.1313,-63.349,REX,-99,0.8727,22.184,21.2306,19.7715
51.3049,-12.0802,SER,-99,0.6046,21.2275,20.1059,18.9879
51.8693,-19.8785,REX,-99,0.7403,21.4388,20.4004,19.2043
51.8748,-3.8515,REX,-99,0.7656,21.3914,20.4855,19.326
51.9453,-27.2953,SER,-99,0.8422,22.9989,21.0242,19.0373
52.739,-14.8164,SER,-99,0.2078,20.3462,19.0974,18.3027
52.7494,-27.2704,DEV,-99,0.7485,22.3299,20.2938,18.5663
52.982,-26.2495,SER,-99,0.3206,19.3664,17.7312,16.8796
53.1129,-35.6347,SER,-99,0.4288,20.1787,18.5448,17.5125
53.4113,-23.852,SER,-99,0.7858,21.5813,20.7374,19.6011
53.5429,-2.5167,SER,-99,0.722,21.7649,19.8122,18.0619
53.6254,-13.1866,SER,-99,0.3622,19.7605,17.971,17.0375
53.7118,-38.7447,DEV,-99,0.3356,19.5256,18.0428,17.1495
53.8534,-63.5608,REX,-99,0.7403,21.9588,20.6565,19.1807
53.9151,-20.3305,SER,-99,0.5913,20.4678,19.0026,17.8105
53.9255,-17.0738,SER,-99,0.2201,19.4585,18.6932,18.1894
53.9285,-44.1448,DEV,-99,0.6495,21.2251,19.7547,18.3002
54.063,-14.8802,SER,-99,0.3276,19.9559,18.7345,17.9127
54.0638,-25.0823,SER,-99,0.5534,20.8494,20.1868,19.3582
54.119,-38.2024,SER,-99,0.5437,20.3961,19.1223,18.2104
55.261,-29.7865,REX,-99,0.7233,21.1584,20.2725,19.3003
55.5217,-15.0663,EXP,-99,0.477,20.6512,19.0725,17.8721
55.8363,-32.6865,SER,-99,0.3082,20.0889,18.4951,17.6095
55.8482,-36.9675,SER,-99,0.4323,21.263,19.4695,18.4942
55.8491,-42.7961,SER,-99,0.2177,19.501,18.7558,18.2895
55.8591,-24.8733,SER,-99,0.424,19.861,18.073,17.0905
55.8652,-57.784,EXP,-99,0.4116,20.6773,19.1561,18.3059
55.869,-25.6701,SER,-99,0.8482,23.4514,21.299,19.374
55.8723,-22.7736,SER,-99,0.3256,20.0225,18.3925,17.4887
55.8732,-56.0662,DEV,-99,0.3263,20.8618,19.2365,18.3731
55.8743,-17.5654,SER,-99,0.1774,20.4628,19.772,19.2775
55.8746,-0.0265,DEV,-99,0.2337,19.4031,17.9534,17.0924
55.8791,-15.2813,SER,-99,0.2297,19.5451,18.3913,17.6531
55.8858,-61.3677,SER,-99,0.6115,21.4908,19.5498,18.0549
55.8919,-28.5635,DEV,-99,0.6531,22.912,21.2981,19.9124
55.894,-52.4764,REX,-99,0.5632,21.4187,20.4271,19.371
55.8949,-38.6928,DEV,-99,0.853,23.3049,21.5691,19.6373
55.9058,-4.3644,SER,-99,0.6996,21.3777,19.4133,17.7052
55.909,-35.9056,SER,-99,0.8154,22.0998,20.1234,18.3103
55.9261,-32.3419,SER,-99,0.249,20.1254,19.1693,18.6182
55.9303,-34.9709,SER,-99,0.4709,21.7038,19.7985,18.7061
55.9344,-13.6682,SER,-99,0.6995,22.362,20.333,18.6397
56.1551,0.304,SER,-99,0.2426,20.2073,19.1573,18.3943
56.2878,-34.7501,EXP,-99,0.3484,20.649,19.3836,18.5924
56.29,-54.2821,REX,-99,0.4164,20.2182,19.2523,18.725
56.2902,-6.3817,DEV,-99,0.6289,21.5875,19.6332,18.0903
56.3015,-15.7451,SER,-99,0.2916,21.4187,20.1398,18.1427
56.3065,-26.2609,REX,-99,0.0981,19.172,18.8276,18.715
56.3083,-35.6743,SER,-99,0.6513,22.0055,20.177,18.703
56.3107,-25.8693,SER,-99,0.1365,18.4698,17.9424,17.5664
56.3116,-40.2732,SER,-99,0.7681,23.504,21.49,19.6931
56.3133,-43.5136,SER,-99,0.2799,19.8174,18.6822,17.9744
56.3221,-11.2086,SER,-99,0.5509,20.9802,19.0855,17.7727
56.3224,-2.6532,DEV,-99,0.6485,22.1615,20.3742,18.8393
56.3231,-45.2493,SER,-99,0.2349,19.1334,17.7596,17.0007
56.3743,-33.201,REX,-99,0.7891,21.4876,20.486,19.1332
56.3772,-0.1848,DEV,0.4642,0.4461,21.5913,19.5296,18.3749
56.3825,-28.5597,SER,-99,0.3305,21.4574,19.9514,19.1159
56.3842,-28.5603,DEV,-99,0.3271,20.4403,18.8057,17.9709
56.3851,-18.8019,SER,-99,0.1911,19.2469,18.5685,18.0481
56.3858,-54.4143,SER,-99,0.5114,20.731,18.7667,17.5627
56.3998,-39.1682,SER,-99,0.4974,20.7789,19.6604,19.0194
56.4041,-16.7186,SER,-99,0.2096,19.5364,18.3558,17.5763
56.4139,-0.5561,DEV,-99,0.3981,22.0805,20.1343,19.1262
56.4144,-33.256,DEV,-99,0.2194,20.6145,19.3914,18.7023
56.4229,-57.137,DEV,-99,0.5776,20.5589,18.6161,17.2458
56.431,-62.2658,DEV,-99,0.6099,21.3719,19.5502,18.1027
56.4442,-56.3773,SER,-99,0.5174,21.57,19.6408,18.4521
56.4484,-30.3933,SER,-99,0.4509,20.3781,18.6787,17.5906
56.4503,-38.4628,SER,-99,0.7989,22.7796,20.4502,18.5473
56.4563,-49.2226,SER,-99,0.4695,20.8248,19.0225,17.9874
56.4582,-40.6542,SER,-99,0.2728,18.6119,17.0982,16.3236
56.4603,-24.1652,REX,-99,0.6141,20.7669,19.6039,18.5543
56.4613,-10.8789,DEV,-99,0.3213,22.0618,20.4382,19.531
56.4624,-10.8805,DEV,-99,0.5494,21.3637,19.4657,18.166
56.4698,-50.3468,SER,-99,0.2132,19.5666,18.9298,18.5715
56.4715,-15.1358,SER,-99,0.3166,21.3683,19.9454,18.3103
56.4719,-61.3452,EXP,-99,0.3182,21.738,20.1286,18.8982
56.7603,-38.9871,SER,-99,0.31,21.1203,19.5896,18.8175
56.7709,-55.7144,SER,-99,0.7701,23.1538,21.1216,19.2903
56.7709,-17.2075,REX,-99,0.1413,18.7714,18.2203,17.8043
56.7765,-4.9761,SER,0.2202,0.2216,18.789,17.3807,16.4508
56.7804,-19.5653,DEV,-99,0.4798,21.4104,19.4005,18.1266
56.7876,-40.0052,SER,-99,0.094,19.6495,19.1377,18.8954
56.8109,-33.4975,SER,-99,0.3033,19.642,18.0184,17.1582
56.8229,-33.2965,SER,-99,0.2792,19.5041,18.2608,17.4939
56.8239,-26.2036,SER,-99,0.2952,20.4461,19.3627,17.8016
56.8453,-25.7825,SER,-99,0.5961,21.6344,19.7833,18.3936
56.8514,-21.9066,SER,-99,0.5209,21.5137,19.5966,18.3751
56.8526,-39.0454,SER,-99,0.8556,22.7395,21.4629,19.946
56.8607,-63.9438,REX,-99,0.1898,19.3523,18.6878,18.2373
56.8629,-57.2276,SER,-99,0.4633,20.7946,18.8754,17.8204
56.8661,-5.4215,SER,-99,0.5589,20.7165,19.0457,17.7071
56.9581,-34.6886,SER,-99,0.633,21.6233,20.4079,19.3285
56.985,-59.3654,SER,-99,0.2674,19.1338,17.746,16.9858
56.9876,-28.0531,SER,-99,0.3335,19.417,17.8797,16.9953
56.9948,-28.9121,SER,-99,0.803,22.7612,20.8944,19.0604
56.9953,-57.0038,REX,-99,0.8069,23.3049,21.5538,19.8554
56.9967,-21.752,SER,-99,0.4594,21.4583,19.8296,18.5334
57.0005,-40.3549,SER,-99,0.3984,21.0188,19.222,18.311
57.0015,-20.4881,SER,-99,0.6908,22.7097,20.8502,19.2504
57.0051,-48.0856,SER,-99,0.3387,21.4424,19.8271,19.0193
57.2149,-36.0227,REX,-99,0.4216,20.2775,19.2419,18.5631
57.2461,-18.2187,SER,-99,0.2644,19.9447,18.8024,17.7848
57.4953,-35.2081,SER,-99,0.3081,19.1978,18.0387,17.2951
57.669,-11.09,REX,-99,0.6766,21.1461,20.057,18.9462
57.907,-7.8706,SER,-99,0.6597,21.576,19.8996,18.3478
58.1377,-27.804,SER,-99,0.1744,19.0648,17.986,17.2375
58.1607,-54.7799,SER,-99,0.2838,19.292,18.0135,17.3132
58.1612,-17.6222,SER,-99,0.2619,19.4504,18.2217,17.4149
58.192,-11.1688,REX,-99,0.788,21.1974,20.522,19.3965
58.2914,-56.5335,SER,-99,0.2185,18.5332,17.1944,16.4292
58.5108,-10.9452,REX,-99,0.7733,21.6874,20.677,19.443
58.5769,-42.7843,SER,-99,0.111,20.173,19.6348,19.3325
58.6899,-3.0294,SER,-99,0.2455,20.3412,18.7785,17.7064
58.7255,-45.1985,REX,-99,0.3741,22.365,20.6663,19.8185
59.4005,-23.0785,SER,-99,0.52,21.5162,19.8858,18.668
59.5723,-62.9771,SER,-99,0.6215,21.0963,19.919,18.9425
59.8391,-8.1774,REX,-99,0.3385,20.1893,19.051,18.3154
60.5314,-40.9481,SER,-99,0.4038,20.8503,19.0185,18.0702
60.8154,-54.5447,SER,-99,0.4088,20.6218,19.0713,18.2324
60.9148,-63.0246,SER,-99,0.3948,20.0542,18.3292,17.4108
61.1795,-66.1834,SER,-99,0.2916,20.057,18.8734,18.1364
61.5497,-62.3194,REX,-99,0.3722,20.6577,19.1284,18.2309
61.9728,-59.7106,EXP,-99,0.7326,21.2839,20.2264,19.0325
62.1553,-7.8299,EXP,-99,0.4476,21.1393,19.9255,19.0322
62.2721,-44.6439,REX,-99,0.569,20.6156,19.3598,18.381
62.3371,-58.492,SER,-99,0.196,18.752,17.809,17.1495
63.4935,-30.7135,SER,-99,0.2697,20.1048,19.1333,18.4122
63.7964,-24.6655,SER,-99,0.5066,21.1649,19.9852,18.8645
63.8113,-46.0805,SER,-99,0.1978,18.5618,17.4273,16.7363
64.0691,-38.3213,SER,-99,0.1608,17.3311,16.2053,15.497
64.213,-21.004,REX,-99,0.5994,21.1137,19.8156,18.7463
64.4124,-18.2639,SER,-99,0.507,21.1344,19.5221,18.457
64.452,-31.0301,SER,-99,0.4926,20.1997,18.7908,17.7075
64.5509,-37.728,DEV,-99,0.3934,19.6972,18.1015,17.2246
64.5727,-14.5066,EXP,-99,0.682,21.4074,20.4012,19.3075
65.6031,-28.5948,SER,-99,0.2004,20.758,20.1457,19.7517
65.8242,-60.3289,REX,-99,0.4789,20.4583,19.1184,18.3696
66.0679,-41.1487,REX,-99,0.6269,21.0408,19.8549,18.841
66.5151,-54.9256,SER,-99,0.6192,22.6809,20.8823,19.4943
67.6687,-21.4985,DEV,-99,0.5184,22.8391,20.9594,19.7983
67.9064,-62.937,SER,-99,0.2382,19.0633,17.6209,16.8127
68.2362,-39.2785,SER,-99,0.2904,19.4135,18.204,17.4871
69.8096,-60.1966,SER,-99,0.1921,19.1768,18.2639,17.6664
69.8105,-6.9261,SER,-99,0.4345,20.7878,19.1254,18.1033
70.1651,-46.0853,SER,-99,0.3116,18.9291,17.3231,16.5157
70.4542,-25.0782,EXP,-99,0.199,19.1732,18.1584,17.5008
71.3479,-19.3606,SER,-99,0.2108,19.0823,17.9108,17.1387
72.341,-56.2379,SER,-99,0.3228,20.0154,18.6891,17.9178
72.9821,0.1116,DEV,-99,0.4685,21.4175,20.5749,19.8079
73.642,-0.9388,DEV,-99,0.2648,20.4813,18.9941,18.1664
73.6876,-41.0878,EXP,-99,0.6432,21.3137,20.2993,19.0965
73.7999,-55.3975,SER,-99,0.3633,20.0855,18.4867,17.7263
73.983,-6.2067,DEV,-99,0.5348,22.5338,20.6798,19.4354
74.2371,-38.232,DEV,-99,0.3476,19.6333,17.924,17.0956
75.4715,-54.2185,REX,-99,0.5811,21.0108,19.7591,18.7882
75.5592,-19.7617,REX,-99,0.643,20.5093,19.4521,18.3519
75.729,-44.0154,SER,-99,0.2895,18.9502,17.6542,16.907
