ra,dec,source_type,z_spec,z_phot_mean,mag_g,mag_r,mag_z
223.4831,3.0878,DEV,-99,0.7091,23.2314,21.3535,19.7526
223.4833,3.0888,SER,-99,0.7052,22.4736,20.4903,18.828
223.4892,28.1154,SER,-99,0.2382,17.4867,16.0508,15.2555
223.521,8.2083,SER,0.2812,0.2931,19.3954,17.8476,17.0622
223.549,4.0494,SER,-99,0.2993,21.0522,19.5746,18.4464
223.5618,2.2228,SER,-99,0.2746,19.7649,18.5451,17.7724
223.5703,17.2983,SER,0.6867,0.6939,22.1916,20.2305,18.6006
223.5772,34.128,SER,-99,0.6921,22.2513,20.317,18.7266
223.5823,-3.1718,SER,-99,0.3079,19.9885,18.4457,17.4927
223.5874,16.3196,DEV,-99,0.3014,20.7783,19.2632,18.4795
223.5973,18.8091,DEV,0.5604,0.5901,21.6072,19.9593,18.7154
223.6054,17.1751,DEV,0.5626,0.5656,21.2692,19.367,18.0378
223.6075,-3.867,DEV,-99,0.7985,22.8316,21.1119,19.1621
223.6155,7.739,SER,-99,0.6512,21.2549,19.4876,17.997
223.6371,1.1402,SER,0.6316,0.4465,21.0214,19.9564,18.8286
223.6425,-0.5745,REX,-99,0.4505,21.0119,19.5144,18.5344
223.646,14.6734,SER,-99,0.3087,21.0937,20.5644,19.9729
223.6776,23.9869,SER,-99,0.2168,18.966,17.7399,16.9888
223.6789,34.7219,SER,0.6711,0.6801,22.1608,20.2107,18.6431
223.7156,5.7416,SER,-99,0.2811,20.4376,19.0175,18.2432
223.7254,11.7897,DEV,-99,0.8494,23.066,20.9319,18.9295
223.7321,14.673,REX,0.5768,0.5518,21.1986,19.9396,18.6789
223.7705,21.2514,DEV,0.54,0.5511,22.431,20.5438,19.2725
223.7869,20.3997,SER,0.5005,0.4934,20.855,19.0279,17.8711
223.7911,-6.1125,SER,-99,0.276,20.5528,19.2547,18.4845
223.7946,-1.2402,REX,-99,0.4188,22.1015,20.74,19.9777
223.808,-2.3779,SER,-99,0.3117,20.0289,18.8579,18.0188
223.821,16.6487,SER,0.2884,0.2867,18.9445,17.4064,16.6024
223.8251,31.2718,SER,-99,0.3634,19.9821,18.8313,18.2019
223.8586,26.3878,SER,0.5095,0.4674,19.9403,18.0103,16.8411
223.8651,9.5232,SER,-99,0.2759,20.0924,18.617,17.8082
223.8932,2.6181,DEV,-99,0.2962,21.0944,20.079,18.8206
223.9283,20.8501,DEV,-99,0.333,20.8732,19.2229,18.3765
223.9322,-0.8731,SER,-99,0.4688,21.1972,19.4622,18.3104
223.9503,-0.89,SER,-99,0.2956,19.9507,18.7773,17.9987
223.9619,-8.8948,DEV,-99,0.9274,23.1982,21.1883,19.0232
223.9829,-4.855,DEV,-99,0.5429,22.1089,20.1599,18.8812
223.9917,8.5376,SER,0.7859,0.808,22.4579,20.3408,18.3869
224.0014,34.3693,SER,0.3959,0.392,20.6666,18.9143,17.9725
224.0502,-2.1338,DEV,-99,0.2681,21.1862,19.8503,19.4572
224.0564,-4.1988,SER,0.6764,0.5666,21.0863,19.3202,18.0092
224.1131,7.9035,SER,-99,0.2477,19.2528,17.8358,17.0692
224.1223,13.8366,SER,-99,0.2342,19.6754,18.3131,17.5612
224.1307,10.9461,SER,0.1436,0.1268,18.1898,17.1398,16.3962
224.1308,0.4524,REX,-99,0.1271,19.5162,19.1175,18.9267
224.136,6.2655,SER,-99,0.2512,20.5844,19.2486,18.4796
224.157,27.2788,DEV,-99,0.7938,22.5761,20.7712,18.855
224.2095,11.7715,SER,-99,0.2797,20.0677,18.7726,18.0085
224.2248,-9.0529,DEV,-99,0.6019,20.7045,19.9935,19.6884
224.2351,28.1076,SER,-99,0.2816,20.1439,18.7788,18.0349
224.2354,-6.3658,DEV,-99,0.6736,22.2439,20.3196,18.6929
224.2489,-0.9878,REX,0.4788,0.4879,21.3091,19.529,18.3978
224.2524,-8.9653,SER,-99,0.3241,20.7029,19.7227,18.9355
224.2621,21.9728,REX,-99,0.3154,20.212,18.7911,17.9391
224.2839,-2.6808,REX,-99,0.5147,20.9385,19.3318,17.969
224.2877,6.9541,SER,-99,0.2741,20.4874,19.1013,18.3077
224.2918,8.2185,SER,-99,0.4066,21.4819,20.5338,19.9932
224.3132,16.8231,SER,-99,0.4592,20.5858,19.3354,18.2067
224.3777,12.8573,SER,-99,0.2971,19.3419,18.0814,17.3017
224.3779,4.5625,SER,-99,0.3174,20.9847,20.1484,19.5605
224.3832,-8.015,SER,-99,0.4032,20.2448,18.5859,17.5594
224.3857,-1.9882,REX,0.5257,0.6191,21.1606,20.0354,19.0147
224.4358,-0.6054,SER,-99,0.5805,21.5329,19.7224,18.3732
224.4393,12.6145,SER,0.3318,0.3277,19.2828,17.658,16.7563
224.4434,30.6899,REX,-99,0.413,20.5929,19.5283,18.8718
224.499,20.1677,REX,0.3414,0.3302,20.2281,18.5931,17.6996
224.532,16.755,SER,-99,0.2251,19.1673,18.1523,17.3937
224.5341,5.1496,SER,0.3952,0.3786,19.9817,18.1746,17.231
224.5703,-3.0451,SER,-99,0.517,22.1029,20.1091,18.847
224.5865,2.0318,SER,-99,0.3262,20.3635,19.0822,18.3088
224.6052,-4.0464,SER,-99,0.6642,21.4663,19.6199,17.9835
224.6387,-1.5583,SER,-99,0.2531,20.0352,18.6125,17.8125
224.6706,20.4379,SER,-99,0.2056,20.2676,18.9977,18.2439
224.6967,19.9072,SER,-99,0.282,19.9026,18.4222,17.5815
224.7345,-4.4961,SER,-99,0.4206,20.4929,18.6393,17.5874
224.7492,4.371,DEV,0.656,0.6618,21.783,19.8148,18.2092
224.8079,24.8533,REX,-99,0.2983,20.6403,19.7268,19.0677
224.8128,-6.5874,DEV,-99,0.6807,22.3219,20.273,18.6047
224.8183,-8.0557,DEV,-99,0.4415,20.8603,18.9135,17.851
224.8221,-3.5248,SER,-99,0.2006,20.0043,19.1119,18.4427
224.8772,10.6742,SER,0.3092,0.2693,19.6455,18.2276,17.3826
224.8821,-7.8593,SER,-99,0.3423,20.3176,18.5759,17.6312
224.8847,8.6617,SER,-99,0.2956,21.0824,20.2412,19.4384
224.8957,-3.4021,SER,-99,0.6073,21.6664,19.6873,18.1326
224.9894,4.6965,SER,-99,0.22,19.2606,17.962,17.2252
224.9973,-1.7705,SER,0.3425,0.3309,20.9763,19.2763,18.3627
225.012,33.4617,REX,-99,0.278,20.3148,19.4612,18.9085
225.044,11.914,EXP,-99,0.221,18.8394,17.9469,17.3028
225.0562,-6.6717,SER,-99,0.4529,21.3575,19.505,18.3468
225.0758,-2.8567,DEV,0.5893,0.5905,21.3674,19.4451,17.9643
225.1066,-1.5152,SER,-99,0.5545,20.8373,19.083,17.8067
225.1068,-1.5157,SER,-99,0.1839,21.248,20.413,19.897
225.1094,-1.5134,DEV,-99,0.886,23.4547,22.0492,19.9041
225.1478,10.095,SER,-99,0.3075,19.7309,18.2705,17.4075
225.1549,19.1569,SER,0.2564,0.2679,18.3058,16.7465,15.9057
225.1917,-2.9885,REX,-99,0.271,19.9549,19.0264,18.3392
225.2152,-4.2625,DEV,-99,0.6557,22.3734,20.3756,18.7552
225.2648,-8.4136,SER,-99,0.4892,21.6507,19.6107,18.363
225.2716,4.1671,SER,0.324,0.2969,19.7208,18.1829,17.3217
225.2741,7.1679,SER,0.3381,0.3121,19.3456,17.7527,16.8587
225.2985,7.1498,SER,0.4679,0.4006,21.2522,19.4096,18.3698
225.3091,4.1036,SER,0.2278,0.2273,18.5569,17.1601,16.3592
225.3132,30.8639,REX,-99,0.3565,20.5456,19.57,18.7364
225.3264,-7.2003,SER,-99,0.3615,20.6969,18.8991,17.9271
225.3477,3.5153,SER,0.6572,0.6494,21.3496,19.2195,17.644
225.3649,-5.0818,SER,-99,0.4423,20.7714,18.8772,17.8019
225.3778,3.1188,SER,-99,0.4584,21.4359,20.1102,18.8139
225.4014,-6.4837,REX,-99,0.3546,20.5172,19.4779,18.7647
225.4436,13.4597,DEV,0.6385,0.6429,21.5903,19.7507,18.2635
225.4758,-0.4464,EXP,-99,0.2619,21.51,20.3818,19.4852
225.4936,22.213,SER,-99,0.2739,20.5076,19.0552,18.2462
225.5513,-1.6044,SER,-99,0.828,22.7433,20.6283,18.6238
225.5696,24.2439,SER,0.3921,0.4012,20.1938,18.3225,17.3619
225.5933,-1.3634,SER,0.3159,0.3174,19.8157,18.212,17.2959
225.5968,-6.3571,DEV,-99,0.4686,21.5079,19.5256,18.3215
225.6106,11.2901,SER,-99,0.1784,18.8138,17.6452,16.9078
225.6111,29.6718,SER,0.5536,0.5508,20.5541,19.0478,17.858
225.6187,-4.655,SER,0.5685,0.566,21.9083,19.9692,18.6231
225.6311,-2.967,SER,-99,0.3529,21.557,19.8316,18.7818
225.6949,16.2681,SER,-99,0.3926,20.3466,19.3133,18.6372
225.7449,-7.9031,SER,-99,0.5396,20.9607,18.9487,17.6224
225.757,18.3448,SER,-99,0.3088,20.4981,19.4037,18.6349
225.772,22.9086,SER,0.2802,0.3054,19.6587,18.1173,17.2422
225.7779,3.5787,DEV,0.3065,0.27,19.7147,18.1897,17.3086
225.7789,3.5784,REX,0.3056,0.2983,20.4351,18.8986,17.8632
225.7921,-8.0277,DEV,-99,0.6908,22.4041,20.3321,18.6503
225.8188,-1.2404,DEV,0.6456,0.6786,22.2338,20.2782,18.6369
225.8356,12.6653,SER,-99,0.2889,19.3512,18.047,17.2317
225.839,19.0995,SER,0.4906,0.48,20.4636,18.554,17.4283
225.885,30.0693,DEV,-99,0.8855,23.5026,21.6423,19.5396
225.8925,-1.1429,DEV,0.8041,0.7848,22.5734,20.6282,18.7138
225.9847,-6.1522,DEV,-99,0.3231,19.5301,17.8359,16.8904
226.024,-6.2923,SER,-99,0.5222,20.7558,18.8881,17.652
226.0332,29.7295,DEV,0.7012,0.7066,22.0766,20.0314,18.3576
226.0997,8.9471,SER,-99,0.3437,20.4674,19.0357,18.2345
226.1455,-1.3573,SER,-99,0.295,19.6495,18.2921,17.3753
226.1578,-0.1548,SER,-99,0.6071,21.0322,19.132,17.6708
226.2093,-5.9013,SER,-99,0.6026,21.3256,19.4003,17.912
226.2611,3.4397,SER,0.2262,0.2305,19.1216,17.6612,16.7365
226.2972,23.0333,DEV,-99,0.3673,21.2118,19.4901,18.4511
226.2992,-3.4835,REX,-99,0.1941,20.2647,18.9556,18.0317
226.3252,5.045,SER,-99,0.54,20.8847,19.0006,17.7399
226.3441,-2.088,REX,-99,0.307,20.449,19.1016,18.2955
226.3645,33.1404,SER,-99,0.6021,21.1734,19.3515,17.9882
226.392,2.9012,SER,0.1746,0.176,17.8119,16.5763,15.7785
226.4114,30.3133,SER,0.6277,0.5172,20.132,18.944,17.8871
226.4496,2.8435,SER,-99,0.2328,20.8366,19.453,18.592
226.4504,3.6633,SER,0.202,0.1977,18.8602,17.6636,16.9111
226.4686,5.7101,SER,0.7416,0.7657,22.1572,20.1041,18.2557
226.4962,6.61,SER,-99,0.3339,19.4656,17.792,16.8814
226.4978,0.4557,SER,0.6289,0.6289,21.7432,19.8766,18.3471
226.4987,-6.5058,REX,-99,0.4053,20.7747,19.6867,19.0254
226.553,15.0888,SER,0.5437,0.5533,20.7186,18.964,17.7159
226.6029,-5.2167,SER,-99,0.3982,20.2925,18.3908,17.3876
226.6339,-0.1953,SER,-99,0.3225,20.4747,19.4051,18.6044
226.6854,33.3322,SER,-99,0.3603,21.0521,19.4105,18.5319
226.6866,20.6556,DEV,-99,0.4966,21.291,19.9959,19.246
226.6869,20.653,DEV,-99,0.312,21.0616,19.5001,18.6673
226.6943,27.9557,SER,-99,0.2349,20.0594,19.3892,18.8419
226.7191,11.6085,DEV,-99,0.7911,21.1727,19.9165,18.2568
226.7235,-6.2733,SER,-99,0.8167,22.9027,20.8133,18.8748
226.7256,1.7418,SER,0.6545,0.6359,21.7104,19.8101,18.2793
226.7308,-5.7503,SER,-99,0.1496,18.7188,17.5695,16.7846
226.7821,29.2268,REX,-99,0.3952,20.8992,19.7376,19.0344
226.8418,-7.2374,EXP,-99,0.2407,20.5097,19.6011,18.8405
226.8435,27.805,SER,-99,0.7779,22.7286,20.7282,18.8634
226.8792,34.079,DEV,-99,0.3424,21.4464,19.8356,18.9678
226.9053,18.6461,DEV,0.5772,0.5668,20.7643,18.7667,17.3988
226.9254,29.956,SER,-99,0.2234,18.4145,17.177,16.3842
226.9347,26.0953,REX,0.5755,0.5993,23.3148,21.1406,19.7223
226.9543,7.4462,DEV,-99,0.8343,23.2327,21.1108,19.0507
226.9595,22.1066,SER,0.2688,0.2691,19.3853,17.8659,17.0426
226.9615,3.8814,SER,0.2415,0.1766,18.0533,16.9764,16.2439
226.9978,2.1078,SER,-99,0.2457,19.8045,18.4351,17.7046
227.0067,15.8695,DEV,0.5437,0.5533,21.6248,19.6471,18.3199
227.0145,11.4589,SER,-99,0.2543,20.0533,18.9589,18.2162
227.0241,-4.789,REX,-99,0.3325,21.7839,20.4264,19.496
227.0245,1.8407,SER,0.3738,0.3841,19.5204,17.692,16.7451
227.052,-4.9647,SER,-99,0.2248,20.8686,19.7823,18.5309
227.0586,23.1661,DEV,-99,0.4327,20.0281,18.1655,17.152
227.1212,26.065,SER,-99,0.2848,19.8655,18.4013,17.4673
227.2632,3.6007,SER,-99,0.2713,20.983,19.6486,18.6596
227.3211,4.5167,SER,0.2272,0.2246,18.9116,17.5572,16.7979
227.3409,6.771,SER,-99,0.3295,21.1132,19.4959,18.64
227.3657,28.9279,DEV,-99,0.2227,19.7554,18.5268,17.7767
227.3715,9.9195,SER,-99,0.0667,18.7391,18.2784,17.9694
227.491,-5.4106,DEV,-99,0.4658,21.1483,19.1906,18.0602
227.514,30.4661,DEV,-99,0.67,21.3972,19.9824,18.6423
227.5214,12.7857,DEV,0.6378,0.6837,21.8197,19.8979,18.2597
227.5364,20.6236,SER,-99,0.6906,21.6926,19.7779,18.1336
227.5439,0.0353,SER,0.2092,0.1982,17.8406,16.6129,15.7532
227.5677,33.1398,REX,-99,0.4307,21.8179,20.0664,19.1738
227.5679,23.3297,SER,-99,0.2172,19.6399,18.3566,17.5237
227.5682,33.1392,SER,0.4017,0.4091,19.4893,17.6082,16.6462
227.5697,7.3073,SER,-99,0.0891,18.8759,18.4171,18.1613
227.588,-2.5259,SER,0.1577,0.1473,17.8875,16.6595,15.7973
227.5926,14.2754,REX,-99,0.3607,20.8278,19.2042,18.121
227.6124,7.6936,SER,0.7343,0.7275,22.0422,20.0393,18.301
227.6185,23.3583,EXP,-99,0.4231,21.6777,20.4199,19.4821
227.6188,23.3591,SER,-99,0.346,20.5057,18.948,18.0783
227.6192,24.9742,DEV,0.7062,0.6807,22.1316,20.1696,18.546
227.6265,4.8001,SER,-99,0.1052,19.01,18.0587,17.3755
227.6277,0.0358,SER,0.3271,0.3357,20.5935,19.5584,18.7468
227.649,26.3034,SER,-99,0.5664,22.0824,20.1997,18.8624
227.6511,27.4556,SER,-99,0.6345,21.1847,19.2162,17.6948
227.6585,-3.7233,SER,-99,0.1897,19.993,18.7145,17.875
227.6747,-4.885,DEV,-99,0.7351,23.0108,20.8783,19.0701
227.6808,4.9972,DEV,0.7717,0.7754,22.8826,20.7273,18.8503
227.7197,13.9759,DEV,0.5813,0.5892,21.0664,19.1781,17.7626
227.7277,26.1392,EXP,-99,0.3622,20.6423,19.4006,18.5193
227.7518,10.5556,DEV,0.4203,0.4218,20.2042,18.4797,17.51
227.7858,-2.6805,SER,-99,0.3542,21.1508,19.282,18.2464
227.8131,-6.879,SER,-99,0.1349,20.3099,20.0718,19.7631
227.82,20.9768,SER,-99,0.2427,19.6238,18.1843,17.3737
227.8224,1.1798,EXP,-99,0.206,19.5327,18.8077,18.3187
227.8516,31.0281,REX,0.7969,0.7984,22.8355,20.9412,19.061
227.864,25.1098,SER,0.1574,0.145,17.9371,16.7789,15.9669
227.9492,11.6944,DEV,-99,0.4951,20.8476,19.9129,19.2359
227.9576,-4.838,DEV,-99,0.3272,20.514,18.7802,17.8199
227.9581,14.8547,SER,-99,0.2397,19.8318,18.5489,17.6915
228.021,3.9771,SER,-99,0.5743,20.7432,18.8985,17.5385
228.0229,-5.6662,EXP,-99,0.5429,21.011,19.6967,18.4461
228.0251,29.6161,SER,-99,0.2863,19.8684,18.5793,17.7195
228.1199,6.6972,SER,-99,0.1741,20.6291,20.1496,19.912
228.1262,17.1599,SER,0.5868,0.5838,20.4386,18.6377,17.2702
228.1292,2.6581,SER,-99,0.5038,22.6113,21.3445,19.5402
228.1362,18.1082,DEV,0.5295,0.5306,21.3194,19.4133,18.1855
228.1523,-2.2448,SER,-99,0.2285,20.4704,19.0618,18.2009
228.1554,11.1563,EXP,-99,0.9165,23.9331,22.108,19.9597
228.1769,11.1969,DEV,-99,0.8975,23.8696,21.6196,19.545
228.1822,-7.1886,SER,-99,0.4081,19.7082,17.7391,16.667
228.2568,6.8615,SER,-99,0.2272,20.6773,19.7421,18.5592
228.2729,5.8982,REX,-99,0.326,20.5872,19.2186,18.3308
228.3364,15.5848,SER,0.3492,0.3583,20.0909,18.3356,17.3772
228.3423,5.4698,SER,0.5151,0.5268,20.5316,18.5799,17.3149
228.3496,9.0927,SER,0.4335,0.3986,20.8232,19.0616,18.0183
228.3675,32.6777,SER,-99,0.2422,19.8058,18.5967,17.8156
228.3788,15.2372,EXP,-99,0.3545,20.8707,19.821,19.2606
228.3985,10.6499,SER,0.4697,0.4544,20.7591,18.9415,17.8849
228.447,13.6013,DEV,-99,0.3671,20.7464,19.1311,18.2612
228.4496,1.3602,SER,-99,0.4132,20.3827,19.0051,18.0786
228.4592,-7.0563,SER,-99,0.4787,21.1018,19.6774,18.7341
228.4691,12.1838,REX,-99,0.451,21.91,20.4431,19.4845
228.5056,14.1924,EXP,0.6226,0.694,21.4833,20.2853,18.9929
228.5122,-0.6249,SER,0.2228,0.2247,19.2899,17.8937,17.0758
228.5157,4.7902,REX,-99,0.1945,20.0709,18.9044,18.1334
228.5448,15.6253,SER,-99,0.3359,20.1928,19.2849,18.6894
228.5477,7.151,SER,-99,0.4639,21.1107,19.2979,18.2487
228.548,7.1552,SER,0.3854,0.3924,20.1274,18.2571,17.3246
228.5586,-2.2236,SER,0.3899,0.395,21.0412,19.1621,18.1077
228.5632,23.4174,SER,0.4369,0.3838,19.5644,17.8183,16.8423
228.5897,5.2126,SER,-99,0.2302,19.5131,18.1864,17.4283
228.5983,-1.5877,SER,-99,0.1278,19.7381,19.1981,18.7497
228.6244,10.5065,SER,0.7593,0.768,22.4696,20.5795,18.7672
228.6293,21.2413,SER,0.4958,0.4501,21.2102,19.6829,18.6031
228.6323,18.6718,SER,0.3387,0.3188,20.0532,18.4146,17.4787
228.6493,-1.2592,SER,-99,0.2946,20.7483,19.2885,17.9399
228.66,8.7115,DEV,-99,0.6764,22.6421,20.7586,19.1865
228.672,25.173,DEV,0.5794,0.6353,21.6786,19.8966,18.4487
228.7675,14.859,SER,0.6213,0.6338,21.7864,19.8825,18.3493
228.7817,29.6399,SER,-99,0.2232,19.4065,18.0735,17.2941
228.7889,-3.1342,SER,-99,0.4707,19.8577,18.1095,16.9499
228.7998,12.066,SER,-99,0.3562,21.5103,20.338,18.3332
228.8288,1.8554,SER,-99,0.4302,20.5377,18.977,17.4894
228.8315,15.8692,SER,0.3485,0.3553,19.1312,17.3907,16.4338
228.8502,34.2307,REX,0.7012,0.6851,22.3712,20.5003,18.9501
228.8545,-3.0461,DEV,-99,0.3909,21.9262,20.571,19.6595
228.8554,31.9356,REX,-99,0.4002,20.2691,19.184,18.6353
228.8631,12.3534,SER,-99,0.2434,20.2158,18.9357,18.1831
228.87,21.3198,DEV,0.6379,0.6823,22.0703,20.3924,18.8379
228.8747,34.0988,SER,0.2928,0.2884,19.1167,17.5595,16.7472
228.8793,6.1677,SER,-99,0.4196,20.2912,18.3534,17.3676
228.904,27.1564,DEV,0.5871,0.5778,22.1032,20.273,18.9573
228.9087,31.0443,SER,0.6027,0.6178,20.8028,18.9051,17.4337
228.9305,2.3006,DEV,-99,1.1383,23.761,22.2568,19.9554
228.9308,2.3026,SER,-99,0.6834,22.2377,20.2751,18.6569
228.9347,4.4316,DEV,-99,0.7138,22.387,20.4033,18.7094
228.9781,30.8881,SER,0.7285,0.682,21.1113,20.0558,18.9824
229.0173,23.9277,SER,-99,0.4902,21.3012,19.436,18.3153
229.0586,13.1606,DEV,-99,0.5775,21.3766,19.4146,18.0324
229.1058,5.9663,SER,-99,0.2759,20.9704,19.795,18.5027
229.1261,-0.945,DEV,0.6589,0.6846,22.3108,20.323,18.6603
229.1287,-0.8511,SER,0.6546,0.666,21.8396,19.9256,18.3112
229.1292,33.2255,SER,-99,0.2794,21.0974,19.6712,18.8639
229.1398,15.7995,DEV,0.3382,0.3215,19.2665,17.6086,16.7297
229.1399,15.7995,DEV,0.3382,0.3215,19.2665,17.6086,16.7297
229.1739,14.6534,REX,-99,0.2809,19.9332,19.1872,18.7296
229.2084,32.1627,SER,0.583,0.5781,21.0217,19.1631,17.8115
229.2529,11.0435,SER,0.633,0.6826,22.292,20.4154,18.8636
229.278,8.0199,DEV,-99,0.7353,23.4275,21.35,19.6353
229.2848,10.2609,DEV,0.6369,0.6478,20.7871,19.4313,18.1426
229.3182,23.5099,DEV,0.3602,0.3091,19.9396,18.3306,17.4481
229.3387,14.4601,SER,-99,0.2045,19.5801,19.1061,18.8782
229.3496,-1.6316,SER,-99,0.2677,20.0033,18.674,17.7153
229.3834,13.0317,SER,0.3594,0.3844,20.7123,18.932,18.0666
229.4047,17.4367,SER,-99,0.3514,21.5172,19.962,19.0627
229.4054,33.6044,SER,-99,0.2093,19.506,18.2194,17.4478
229.4064,33.6049,DEV,-99,0.3577,21.1433,20.2771,19.8171
229.4232,29.8069,DEV,-99,0.8123,23.1336,21.214,19.3122
229.4572,21.4617,SER,-99,0.226,19.657,18.5652,17.7002
229.4752,29.0045,REX,-99,0.2506,19.6119,18.4122,17.6222
229.5054,5.2468,DEV,0.5907,0.6176,21.9697,20.0202,18.5335
229.5831,11.3819,REX,-99,0.8784,21.7933,21.0411,19.6555
229.5883,23.5723,SER,0.3934,0.3969,19.3214,17.4115,16.4513
229.6073,20.0803,SER,-99,0.3256,21.3813,19.957,19.0461
229.6246,9.6288,DEV,0.5811,0.5907,21.0353,19.7362,18.6892
229.626,28.546,DEV,-99,0.2587,19.5763,18.5229,17.8152
229.6681,23.7398,SER,-99,0.1895,19.2556,18.0491,17.2929
229.6739,15.0136,SER,-99,0.2485,21.174,20.3137,19.7297
229.6921,-7.2205,SER,-99,0.2642,19.7601,18.9245,18.3264
229.7213,9.2304,DEV,-99,0.7658,22.681,21.0496,19.3327
229.7223,29.4182,DEV,0.609,0.5701,20.4375,19.0448,17.8788
229.7755,13.0249,SER,0.4361,0.4307,19.9184,17.9341,16.9171
229.8254,32.4591,SER,-99,0.2431,19.4546,18.0932,17.3154
229.8718,19.8372,SER,-99,0.7366,22.157,20.1071,18.3513
229.8759,28.9182,DEV,-99,0.2043,20.1585,19.0008,18.2817
229.9417,-1.091,REX,0.4882,0.4812,21.7243,19.6957,18.4503
229.948,23.7052,DEV,0.7022,0.691,21.9772,20.0256,18.3807
229.9566,24.2384,SER,-99,0.228,18.4797,17.4002,16.6852
229.9566,24.2384,SER,-99,0.228,18.4797,17.4002,16.6852
229.9803,21.0456,DEV,-99,0.8036,23.0714,21.4742,19.7219
229.9817,21.0465,DEV,0.5083,0.498,20.9752,19.0623,17.8621
229.9945,27.9564,DEV,0.6795,0.6861,22.5378,20.4981,18.8917
230.0043,5.6767,SER,-99,0.2117,19.4096,18.1789,17.4781
230.0433,1.9518,DEV,-99,0.3215,21.086,19.6091,18.5945
230.0601,2.0217,SER,-99,0.2956,20.2128,19.1811,18.4286
230.0625,5.2231,SER,0.2761,0.2626,19.3878,17.9909,17.1808
230.0952,17.2833,SER,0.5184,0.5065,21.2034,19.4419,18.2419
230.1656,10.8546,SER,-99,0.2417,19.7873,18.6891,17.8734
230.216,6.7907,SER,0.27,0.2839,19.7841,18.2354,17.4084
230.233,29.8895,SER,-99,0.2052,19.1423,17.8182,17.0057
230.253,0.5599,SER,0.6135,0.3365,21.1155,19.2324,17.6577
230.2562,11.5282,DEV,-99,0.4176,22.173,20.3293,19.3524
230.2628,10.7535,DEV,0.4486,0.4595,21.287,19.3497,18.2924
230.2696,9.8578,SER,0.438,0.4013,20.321,18.4405,17.4585
230.2749,29.2985,SER,-99,0.7366,22.7979,20.7871,19.0522
230.3059,16.7587,SER,-99,0.5047,20.6454,19.7439,19.034
230.3086,28.9729,SER,-99,0.5357,20.2066,18.3211,17.0724
230.3658,1.3789,DEV,0.6971,0.6778,21.3768,19.6921,18.103
230.3818,18.9536,SER,-99,0.2111,19.9054,18.6778,17.9104
230.3909,13.8327,DEV,0.7327,0.7153,21.8226,19.5255,17.811
230.4306,22.0677,SER,0.4138,0.3892,20.2658,18.4696,17.5328
230.4323,22.117,SER,0.4218,0.4316,20.2253,18.302,17.276
230.466,7.8419,DEV,-99,0.6519,21.7039,20.3652,19.1259
230.4668,7.8419,SER,0.5524,0.5178,21.6675,19.8795,18.633
230.4864,5.0185,SER,0.6394,0.6317,21.6692,19.5801,18.0459
230.5321,32.8538,DEV,-99,0.7458,22.0477,20.5435,18.9477
230.5332,5.3689,SER,0.5168,0.5142,21.1726,19.1971,17.9561
230.5656,17.1623,DEV,-99,0.8862,23.2717,20.9126,18.8542
230.5805,19.3512,SER,-99,0.2134,19.7553,18.3983,17.5706
230.5932,-1.9697,DEV,-99,0.6036,23.5686,21.5269,19.994
230.5979,9.775,SER,-99,0.4114,22.2601,20.4655,19.4985
230.6106,17.471,SER,0.5883,0.5888,21.1632,19.2833,17.883
230.6172,25.5703,SER,0.2752,0.2989,19.4335,17.8261,16.9563
230.6203,4.4772,SER,-99,0.3832,20.6013,19.3674,18.4648
230.6318,-0.7509,SER,-99,0.555,20.7055,18.771,17.4267
230.6376,14.9321,REX,-99,0.3813,20.6031,19.0553,18.1683
230.6382,14.9314,SER,-99,0.3945,21.6056,20.1172,19.3238
230.6526,9.6894,SER,0.4038,0.4085,20.0399,18.2125,17.2479
230.6584,3.0763,SER,-99,0.2259,20.0393,19.3713,18.9658
230.6717,19.683,DEV,-99,0.6621,20.6344,18.6836,17.0775
230.679,12.1364,SER,-99,0.2699,19.4877,18.1969,17.4109
230.7198,25.591,SER,-99,0.6008,20.8685,19.0997,17.6876
230.7328,9.4409,SER,-99,0.2893,20.6012,19.4618,17.9127
230.7336,21.8476,DEV,-99,0.2313,22.1144,20.7623,19.3207
230.7429,11.3339,SER,-99,0.2975,20.4684,18.8783,18.0448
230.7497,14.6091,SER,-99,0.5753,20.9071,19.8202,18.6833
230.8044,5.6935,DEV,-99,0.272,20.7172,19.5229,18.6511
230.8207,19.8666,DEV,0.2628,0.263,18.8138,17.289,16.4369
230.8295,13.8319,DEV,-99,1.0608,24.6493,22.2897,19.9254
230.8396,6.9603,SER,-99,0.2998,20.5159,18.9908,18.1639
230.8487,27.6555,REX,-99,0.1953,19.3236,18.6168,18.1397
230.851,20.649,REX,-99,0.8246,21.4381,20.7612,19.5926
230.8642,9.5704,SER,0.376,0.3766,19.1105,17.2813,16.3342
230.8714,23.518,DEV,-99,0.5897,21.2493,19.6158,18.2477
230.8741,11.8121,EXP,-99,0.2837,20.2783,19.4213,18.848
230.9159,13.151,REX,-99,0.7003,21.0236,20.0471,18.9008
230.9204,19.4395,SER,-99,0.1734,19.7706,19.1004,18.6216
230.9224,28.2645,SER,-99,0.2286,19.9792,18.64,17.8726
230.9324,24.1315,SER,-99,0.5037,20.1273,18.1923,17.0096
230.9609,1.6303,SER,-99,0.2377,20.381,19.7282,19.3709
230.9891,4.0486,SER,0.4161,0.4134,20.0146,18.0943,17.0929
