ra,dec,source_type,z_spec,z_phot,mag_g,mag_r,mag_z,reference
140.8110 ,18.4954 ,SER,-99,0.5820 ,20.0468 ,19.4434 ,18.4633 ,Huang et al. 2020
141.0626 ,5.7690 ,SER,0.6128 ,0.6426 ,20.8468 ,19.1362 ,17.6337 ,Huang et al. 2020
143.3887 ,9.3219 ,DEV,0.7430 ,0.7488 ,22.5328 ,20.6325 ,18.8820 ,Huang et al. 2020
143.7713 ,18.2787 ,DEV,-99,0.9663 ,23.9772 ,21.7419 ,19.6829 ,Huang et al. 2021
144.0261 ,12.8391 ,SER,-99,0.1826 ,20.7429 ,19.5910 ,18.8453 ,Huang et al. 2021
144.1511 ,8.8633 ,SER,-99,0.6624 ,22.0738 ,20.2547 ,18.7006 ,Huang et al. 2020
144.6321 ,-4.2535 ,SER,-99,0.5626 ,20.1635 ,18.5061 ,17.2168 ,Huang et al. 2020
144.7849 ,0.6228 ,SER,-99,0.8203 ,22.0759 ,20.8576 ,19.1441 ,Huang et al. 2021
145.0099 ,5.4279 ,EXP,-99,0.7185 ,21.6870 ,20.5325 ,19.3059 ,Huang et al. 2020
145.1485 ,13.1356 ,EXP,-99,0.5292 ,22.5891 ,20.9518 ,19.8820 ,Huang et al. 2021
145.9507 ,0.9906 ,SER,1.0988 ,0.4763 ,20.6568 ,18.8368 ,17.7560 ,Huang et al. 2020
146.6840 ,19.4528 ,SER,0.5989 ,0.6393 ,21.7659 ,20.0613 ,18.6516 ,Huang et al. 2021
147.7529 ,8.4157 ,SER,-99,0.4241 ,20.6467 ,18.8902 ,17.9578 ,Huang et al. 2021
147.9185 ,7.5090 ,DEV,0.3349 ,0.3167 ,20.2960 ,18.6542 ,17.7740 ,Huang et al. 2021
149.4133 ,5.1589 ,SER,0.4466 ,0.4538 ,20.1181 ,18.2303 ,17.1871 ,The Master Lens Database
152.0763 ,31.7005 ,SER,0.5394 ,0.5618 ,21.1059 ,19.2554 ,17.9502 ,Huang et al. 2020
152.3889 ,-5.6017 ,DEV,-99,0.3162 ,19.9977 ,18.4860 ,17.5007 ,Huang et al. 2021
153.1772 ,5.9690 ,SER,0.4084 ,0.3941 ,19.8778 ,18.2700 ,17.3373 ,Stein et al.2022
153.6284 ,19.0418 ,REX,-99,0.7594 ,21.3337 ,20.2549 ,18.8315 ,Stein et al.2022
154.6470 ,19.2261 ,EXP,-99,0.7753 ,22.9349 ,20.9776 ,19.1904 ,Stein et al.2022
156.7921 ,33.5461 ,SER,0.5746 ,0.5839 ,20.2436 ,18.8987 ,17.7108 ,Stein et al.2022
157.6135 ,-6.6858 ,DEV,-99,0.4327 ,20.4418 ,18.6306 ,17.5353 ,Huang et al. 2021
157.8915 ,18.5814 ,SER,0.5486 ,0.5549 ,21.0126 ,19.3728 ,18.1259 ,Huang et al. 2021
157.9081 ,0.9905 ,DEV,-99,0.7277 ,22.1459 ,20.6328 ,19.0511 ,Stein et al.2022
157.9926 ,-4.9993 ,DEV,-99,0.2704 ,19.8583 ,18.7700 ,18.0596 ,Stein et al.2022
158.2769 ,5.0219 ,DEV,-99,0.6519 ,21.5760 ,20.2850 ,19.1008 ,Stein et al.2022
159.7672 ,-8.9316 ,SER,-99,0.3305 ,19.9692 ,18.3640 ,17.5054 ,Huang et al. 2021
160.1716 ,18.8477 ,SER,0.3135 ,0.3217 ,18.4965 ,16.9041 ,16.0252 ,Huang et al. 2021
161.1159 ,31.2337 ,DEV,0.7057 ,0.6890 ,22.9046 ,21.0349 ,19.4477 ,Huang et al. 2021
161.8653 ,23.9568 ,DEV,0.5547 ,0.5613 ,20.8473 ,19.3626 ,18.2094 ,Huang et al. 2021
163.7019 ,27.5697 ,SER,0.5428 ,0.5314 ,20.2377 ,18.4571 ,17.2385 ,Huang et al. 2021
165.4754 ,-6.0423 ,SER,-99,0.4472 ,20.3197 ,18.7951 ,17.7714 ,Huang et al. 2021
166.8514 ,-8.7044 ,SER,-99,0.7371 ,21.8797 ,20.1809 ,18.4762 ,Stein et al.2022
167.0377 ,-7.2750 ,DEV,-99,0.8288 ,23.5516 ,21.7902 ,19.8313 ,Stein et al.2022
167.8078 ,23.3419 ,DEV,-99,0.9361 ,22.7065 ,20.4968 ,18.3751 ,Stein et al.2022
168.1843 ,23.8391 ,SER,-99,0.5451 ,21.2511 ,19.4745 ,18.2507 ,Stein et al.2022
168.4631 ,32.5264 ,SER,0.6585 ,0.6513 ,21.3342 ,19.5325 ,18.0240 ,Stein et al.2022
168.5731 ,8.7634 ,REX,-99,0.6281 ,21.8254 ,20.8932 ,19.7815 ,Huang et al. 2021
168.7683 ,16.7607 ,SER,-99,0.5286 ,20.9938 ,19.0827 ,17.8583 ,Huang et al. 2021
168.9334 ,11.3010 ,EXP,-99,0.4477 ,19.9722 ,19.3116 ,18.4419 ,Stein et al.2022
169.1444 ,19.0986 ,DEV,0.6361 ,0.6891 ,21.9908 ,20.6541 ,19.2502 ,Huang et al. 2021
169.2414 ,14.7197 ,SER,0.7807 ,0.7900 ,22.4402 ,20.3593 ,18.5483 ,Huang et al. 2021
170.0695 ,-7.4726 ,DEV,-99,0.6034 ,21.7002 ,19.8265 ,18.3794 ,Stein et al.2022
172.5452 ,29.7968 ,SER,-99,0.6727 ,21.1344 ,20.4911 ,19.5960 ,Stein et al.2022
172.6730 ,11.3081 ,SER,-99,0.7567 ,22.3300 ,20.8654 ,19.2936 ,Huang et al. 2021
174.2820 ,14.7811 ,SER,0.7206 ,0.6800 ,21.6398 ,19.9145 ,18.3712 ,Huang et al. 2021
174.8727 ,-2.3072 ,DEV,-99,0.7312 ,22.7548 ,20.6972 ,18.9845 ,Huang et al. 2021
175.0410 ,22.8792 ,DEV,0.5951 ,0.5776 ,21.0737 ,19.3477 ,18.0431 ,Huang et al. 2021
175.1752 ,-0.7266 ,REX,-99,0.7642 ,21.6864 ,20.6876 ,19.4022 ,Huang et al. 2021
176.0994 ,13.6917 ,SER,-99,0.1708 ,19.2312 ,18.0789 ,17.3504 ,Stein et al.2022
176.1885 ,28.0522 ,EXP,-99,0.9722 ,23.9989 ,21.9490 ,19.8797 ,Stein et al.2022
176.2391 ,30.5580 ,DEV,0.8256 ,0.8181 ,22.1010 ,20.8179 ,19.2288 ,Huang et al. 2021
176.8787 ,-2.0677 ,SER,0.7142 ,0.6519 ,20.9657 ,19.8551 ,18.6401 ,Stein et al.2022
177.0183 ,29.4844 ,DEV,-99,0.8062 ,21.3859 ,20.4313 ,18.8658 ,Huang et al. 2021
177.0319 ,29.0869 ,SER,0.7031 ,0.7155 ,21.8935 ,19.9356 ,18.2358 ,Huang et al. 2021
177.1381 ,19.5009 ,SER,0.4455 ,0.4366 ,20.4149 ,18.5225 ,17.5146 ,The Master Lens Database
178.0775 ,8.8170 ,SER,-99,0.3402 ,20.4790 ,18.8900 ,18.0237 ,Huang et al. 2021
179.0228 ,19.1869 ,SER,0.5454 ,0.5379 ,21.1380 ,19.2110 ,17.9611 ,Huang et al. 2021
179.3231 ,9.7381 ,DEV,-99,0.8436 ,21.2593 ,20.1500 ,18.5185 ,Stein et al.2022
179.4623 ,-8.3401 ,REX,-99,0.6971 ,21.2160 ,20.4544 ,19.2970 ,Stein et al.2022
181.2230 ,13.9648 ,SER,0.5459 ,0.5560 ,21.3268 ,19.5734 ,18.3247 ,Stein et al.2022
181.4669 ,14.6576 ,SER,-99,0.1711 ,19.3933 ,18.7543 ,18.2500 ,Stein et al.2022
182.7337 ,-2.2276 ,DEV,-99,0.4260 ,22.3141 ,20.9940 ,19.9513 ,Huang et al. 2021
183.2904 ,13.6576 ,EXP,-99,0.8282 ,22.3688 ,21.0584 ,19.4200 ,Stein et al.2022
184.4564 ,26.0105 ,SER,0.4339 ,0.3983 ,20.0183 ,18.4026 ,17.3522 ,Stein et al.2022
184.6321 ,4.2492 ,DEV,-99,0.8739 ,23.5104 ,21.5309 ,19.6310 ,Stein et al.2022
185.0208 ,26.4909 ,DEV,-99,0.7207 ,22.7994 ,20.6588 ,18.9705 ,Huang et al. 2021
187.3124 ,14.3889 ,DEV,-99,0.8312 ,23.4502 ,21.7356 ,19.9027 ,Stein et al.2022
189.2482 ,25.3442 ,DEV,0.6387 ,0.6325 ,21.1716 ,19.2730 ,17.7676 ,Huang et al. 2021
190.7929 ,21.3329 ,SER,0.3480 ,0.3536 ,19.8296 ,18.0866 ,17.2061 ,Huang et al. 2021
191.2226 ,4.2210 ,SER,0.3218 ,0.3272 ,19.5923 ,17.9417 ,17.0977 ,Huang et al. 2021
191.3160 ,19.0924 ,SER,0.4331 ,0.4451 ,20.3979 ,18.5279 ,17.5234 ,Huang et al. 2021
191.4966 ,24.6329 ,DEV,-99,0.8226 ,23.3417 ,21.5601 ,19.6142 ,Stein et al.2022
191.8657 ,16.7446 ,EXP,-99,0.8714 ,22.2015 ,21.3603 ,19.8344 ,Stein et al.2022
192.3814 ,22.4189 ,REX,-99,0.5754 ,20.8880 ,19.8343 ,18.9855 ,Stein et al.2022
193.2024 ,10.2117 ,DEV,-99,0.5133 ,23.8267 ,22.7945 ,19.8857 ,Stein et al.2022
194.8097 ,3.5962 ,EXP,-99,0.8147 ,21.1695 ,20.4454 ,19.3434 ,Stein et al.2022
194.8376 ,11.6490 ,SER,-99,0.2927 ,19.4304 ,18.1172 ,17.2816 ,Huang et al. 2020
197.5869 ,31.2123 ,REX,-99,0.6779 ,21.1961 ,20.3549 ,19.2501 ,Stein et al.2022
198.2028 ,30.6423 ,DEV,0.5860 ,0.6083 ,21.3058 ,19.8135 ,18.5695 ,Huang et al. 2021
198.2504 ,8.0510 ,SER,0.5909 ,0.6001 ,21.0207 ,19.0024 ,17.5714 ,Stein et al.2022
199.9666 ,32.6491 ,DEV,0.6311 ,0.6347 ,20.5608 ,19.0852 ,17.7102 ,Stein et al.2022
200.0505 ,-8.5058 ,SER,-99,0.6058 ,20.7126 ,19.2214 ,17.9561 ,Huang et al. 2021
200.1945 ,6.7833 ,REX,-99,0.9375 ,22.6242 ,21.6695 ,19.8909 ,Stein et al.2022
203.8331 ,-8.4487 ,SER,-99,0.5126 ,21.4947 ,20.1458 ,19.1411 ,Huang et al. 2021
206.0993 ,-1.6071 ,SER,0.4870 ,0.4841 ,21.0972 ,19.5416 ,18.4270 ,Huang et al. 2021
208.6688 ,19.1370 ,DEV,-99,0.7498 ,23.1583 ,21.2554 ,19.5337 ,Huang et al. 2021
209.7020 ,-4.3961 ,DEV,-99,0.3362 ,19.8280 ,18.6199 ,17.8729 ,Huang et al. 2021
212.1614 ,25.5178 ,DEV,0.6633 ,0.6640 ,21.4559 ,19.5952 ,18.0077 ,Stein et al.2022
215.1638 ,12.9717 ,DEV,0.5377 ,0.5502 ,21.3735 ,19.5332 ,18.2953 ,Huang et al. 2021
215.2654 ,0.3719 ,SER,-99,0.6614 ,21.0664 ,19.7543 ,18.4062 ,Huang et al. 2020
216.8280 ,-6.7541 ,SER,-99,0.2644 ,18.3181 ,16.7898 ,15.9731 ,Huang et al. 2020
217.0936 ,3.3000 ,SER,0.5885 ,0.6646 ,21.5840 ,20.1531 ,18.7697 ,Huang et al. 2021
217.4784 ,12.0433 ,DEV,0.5532 ,0.5461 ,22.5160 ,20.5475 ,19.2073 ,Huang et al. 2020
218.2479 ,-7.2268 ,SER,-99,0.3356 ,18.4744 ,16.8093 ,15.8905 ,Huang et al. 2021
218.4715 ,14.0687 ,DEV,-99,0.6310 ,22.9061 ,21.2857 ,19.9597 ,Huang et al. 2021
219.9855 ,32.8402 ,DEV,0.4176 ,0.4086 ,19.3694 ,17.5546 ,16.5981 ,Huang et al. 2020
220.3862 ,-0.8995 ,SER,-99,0.4542 ,20.0028 ,18.0818 ,16.8005 ,SuGOHI6
221.4063 ,4.9046 ,DEV,0.4218 ,0.3894 ,21.0767 ,19.7195 ,18.7674 ,Huang et al. 2021
221.4378 ,28.0307 ,SER,0.3198 ,0.3245 ,19.6894 ,18.0565 ,17.1701 ,Stein et al.2022
226.9381 ,5.3823 ,DEV,0.5945 ,0.5852 ,21.3413 ,19.5295 ,18.1608 ,Huang et al. 2021
227.5364 ,20.6236 ,SER,-99,0.6906 ,21.6926 ,19.7779 ,18.1336 ,Huang et al. 2021
228.4624 ,-3.4634 ,SER,-99,0.6586 ,22.0067 ,20.0644 ,18.4195 ,Huang et al. 2021
229.7213 ,9.2304 ,DEV,-99,0.7658 ,22.6810 ,21.0496 ,19.3327 ,Huang et al. 2021
230.2280 ,13.2000 ,DEV,-99,0.7248 ,21.7903 ,20.3880 ,18.8803 ,Stein et al.2022
230.5321 ,32.8538 ,DEV,-99,0.7458 ,22.0477 ,20.5435 ,18.9477 ,Huang et al. 2021
230.9711 ,4.9138 ,DEV,-99,0.6287 ,22.8632 ,20.9983 ,19.5198 ,Huang et al. 2021
231.8201 ,12.9511 ,DEV,-99,0.7616 ,22.8187 ,21.3473 ,19.7683 ,Huang et al. 2021
232.4826 ,9.3190 ,DEV,-99,0.2176 ,19.5884 ,18.4172 ,17.5531 ,Stein et al.2022
234.4783 ,14.7232 ,DEV,-99,0.8050 ,22.3945 ,21.1597 ,19.5191 ,Huang et al. 2021
234.8063 ,11.7178 ,SER,-99,0.7080 ,22.1840 ,20.4334 ,18.8080 ,Huang et al. 2021
234.8707 ,16.8379 ,SER,0.4095 ,0.4088 ,19.7677 ,17.8628 ,16.8873 ,Huang et al. 2021
236.4854 ,10.0292 ,DEV,0.6638 ,0.6463 ,21.1371 ,19.4267 ,17.8936 ,Huang et al. 2021
238.4959 ,16.3935 ,SER,0.4510 ,0.4201 ,19.5296 ,17.7745 ,16.7576 ,Huang et al. 2021
245.7514 ,21.6226 ,SER,-99,0.8324 ,21.8627 ,20.2713 ,18.4451 ,Huang et al. 2021
245.8346 ,21.9263 ,SER,0.4836 ,0.4772 ,20.2326 ,18.5502 ,17.4667 ,Stein et al.2022
247.9945 ,-1.6681 ,SER,-99,0.6163 ,21.3072 ,19.9922 ,18.6661 ,Huang et al. 2021
249.5219 ,14.9882 ,DEV,-99,0.8165 ,23.2572 ,21.4260 ,19.4957 ,Stein et al.2022
251.2353 ,26.1307 ,EXP,-99,0.5663 ,20.8358 ,20.1397 ,18.6313 ,Stein et al.2022
251.7091 ,16.5401 ,SER,-99,0.2832 ,19.6541 ,18.2494 ,17.3990 ,Stein et al.2022
252.2720 ,2.3993 ,REX,-99,0.5843 ,20.4139 ,19.3583 ,18.4075 ,Huang et al. 2021
252.9173 ,28.0881 ,DEV,-99,0.6883 ,22.7063 ,20.7821 ,19.1577 ,Huang et al. 2021
254.5243 ,24.8144 ,DEV,-99,0.9773 ,23.0761 ,21.4450 ,19.3407 ,Stein et al.2022
255.6529 ,28.5791 ,SER,0.3964 ,0.3685 ,20.6279 ,18.8720 ,17.8858 ,Huang et al. 2021
257.0428 ,11.8169 ,DEV,-99,0.3196 ,19.7285 ,18.5844 ,17.5170 ,Huang et al. 2021
257.4348 ,31.9046 ,EXP,-99,0.8379 ,22.1472 ,20.9678 ,19.3695 ,Huang et al. 2021
259.8396 ,24.6880 ,DEV,0.5287 ,0.5001 ,21.1859 ,19.4095 ,18.2160 ,Huang et al. 2021
308.0694 ,-43.6335 ,SER,-99,0.4973 ,21.3776 ,19.6701 ,18.5501 ,Stein et al.2022
309.7973 ,-54.9952 ,EXP,-99,0.6930 ,23.0579 ,21.2390 ,19.6476 ,Diehl et al. 2017
311.4772 ,0.5301 ,REX,-99,0.8901 ,22.7797 ,21.5508 ,19.7571 ,Stein et al.2022
313.9967 ,-42.9020 ,SER,-99,0.7808 ,23.4987 ,21.6019 ,19.8246 ,Stein et al.2022
314.0660 ,-42.6492 ,DEV,-99,0.6963 ,21.8624 ,20.7715 ,19.5806 ,Storfer et al. 2022
314.7376 ,4.7259 ,DEV,-99,0.8010 ,22.0532 ,20.5779 ,18.8364 ,Huang et al. 2021
317.8112 ,-1.8226 ,SER,0.6673 ,0.6898 ,21.9556 ,20.2266 ,18.6129 ,Stein et al.2022
318.0882 ,-48.0298 ,SER,-99,0.5875 ,21.9479 ,20.0627 ,18.6488 ,Stein et al.2022
319.1672 ,-1.5035 ,SER,-99,0.2782 ,19.5019 ,18.3568 ,17.5895 ,Huang et al. 2021
319.4948 ,-0.7468 ,REX,-99,0.8619 ,21.7571 ,20.9637 ,19.7012 ,Jacobs et al.2019
321.5604 ,9.8332 ,SER,-99,0.8025 ,22.6010 ,20.6487 ,18.7226 ,Huang et al. 2021
323.1879 ,-53.5248 ,DEV,-99,0.7918 ,23.1367 ,21.4911 ,19.5481 ,Stein et al.2022
324.0340 ,-52.7162 ,REX,-99,0.6370 ,21.2095 ,20.1226 ,19.1222 ,Jacobs et al.2019
325.3461 ,2.5746 ,DEV,0.5933 ,0.6451 ,21.1299 ,19.7833 ,18.4815 ,Stein et al.2022
326.0676 ,8.6507 ,REX,-99,0.7439 ,20.9578 ,20.2166 ,19.2100 ,Stein et al.2022
326.2881 ,19.8848 ,SER,-99,0.8754 ,22.5717 ,20.9568 ,19.0075 ,Huang et al. 2021
327.3138 ,-0.2143 ,SER,0.4525 ,0.4567 ,20.1387 ,18.1643 ,17.0239 ,Diehl et al. 2017
329.6820 ,2.9584 ,SER,0.2865 ,0.2742 ,18.8418 ,17.2869 ,16.4374 ,Huang et al. 2021
330.5819 ,-0.9693 ,SER,0.5825 ,0.5880 ,22.6176 ,20.6469 ,19.2156 ,SuGOHI1
331.3955 ,-9.2868 ,DEV,-99,0.9129 ,21.1127 ,19.9885 ,18.2359 ,Stein et al.2022
331.5679 ,11.0687 ,DEV,0.7772 ,0.7693 ,22.5847 ,20.7355 ,18.7639 ,Stein et al.2022
333.5034 ,-46.1063 ,SER,-99,0.5898 ,22.0332 ,20.3206 ,19.0294 ,Storfer et al. 2022
333.7246 ,-6.1705 ,REX,-99,0.7614 ,20.9650 ,20.3521 ,19.3916 ,Stein et al.2022
334.8017 ,-43.8098 ,DEV,-99,0.6750 ,21.6431 ,19.8747 ,18.2895 ,Jacobs et al.2019
335.2291 ,-11.4857 ,SER,-99,0.5182 ,21.7054 ,19.7240 ,18.5043 ,Huang et al. 2021
335.3860 ,-9.1579 ,SER,-99,0.6894 ,21.2446 ,19.8912 ,18.4400 ,Stein et al.2022
335.9213 ,-63.4922 ,SER,-99,0.6636 ,22.4294 ,20.6618 ,19.1750 ,Stein et al.2022
338.5454 ,-46.4729 ,REX,-99,0.5108 ,20.4814 ,19.4330 ,18.4183 ,Storfer et al. 2022
339.6305 ,13.3322 ,SER,0.4129 ,0.4193 ,19.2504 ,17.3216 ,16.3190 ,The Master Lens Database
339.7125 ,-43.2918 ,SER,-99,0.6600 ,21.7515 ,20.0470 ,18.5760 ,Storfer et al. 2022
339.8880 ,-4.4883 ,DEV,-99,0.5583 ,21.3957 ,19.5361 ,18.2486 ,Huang et al. 2021
340.6218 ,3.2048 ,DEV,-99,0.8876 ,22.7614 ,21.3011 ,19.4166 ,Huang et al. 2021
341.1450 ,-59.1528 ,DEV,-99,0.8524 ,23.5852 ,21.5504 ,19.6083 ,Stein et al.2022
341.2657 ,-50.2904 ,SER,-99,0.6384 ,21.9468 ,20.5444 ,19.2904 ,Jacobs et al.2019
341.2747 ,0.6718 ,REX,0.7021 ,0.6563 ,21.2405 ,20.1113 ,19.0469 ,Huang et al. 2021
341.8012 ,-2.0939 ,SER,-99,0.3383 ,19.8772 ,18.2228 ,17.3379 ,Huang et al. 2021
342.3622 ,-7.7463 ,DEV,-99,0.6553 ,21.1082 ,19.2660 ,17.6946 ,Stein et al.2022
342.9236 ,-57.4053 ,SER,-99,0.3993 ,19.7856 ,18.2548 ,17.2969 ,Stein et al.2022
342.9296 ,-46.7865 ,SER,-99,0.7740 ,22.5206 ,20.6745 ,18.8926 ,Stein et al.2022
343.5127 ,-40.9303 ,SER,-99,0.6306 ,20.7360 ,19.0474 ,17.6036 ,Diehl et al. 2017
344.5567 ,17.1506 ,DEV,-99,0.7990 ,22.4516 ,20.4671 ,18.5625 ,Huang et al. 2021
346.7668 ,-13.3744 ,SER,-99,0.5087 ,20.8630 ,18.9692 ,17.7665 ,Huang et al. 2021
346.9339 ,-8.0123 ,SER,-99,0.3267 ,20.1223 ,18.4493 ,17.5194 ,Stein et al.2022
347.1009 ,28.9983 ,REX,0.6336 ,0.6539 ,22.9675 ,21.2836 ,19.7890 ,Huang et al. 2021
348.4771 ,-1.0801 ,SER,-99,0.5329 ,20.7679 ,18.8088 ,17.5390 ,Carrasco et al.2017
349.5061 ,13.3835 ,SER,0.7320 ,0.7158 ,21.4881 ,19.6480 ,17.9535 ,Huang et al. 2021
349.5492 ,-11.1012 ,SER,-99,0.7203 ,21.9592 ,20.0862 ,18.4069 ,Huang et al. 2020
350.0809 ,-60.7770 ,DEV,-99,0.8768 ,23.6346 ,21.4089 ,19.4585 ,Stein et al.2022
350.2503 ,-13.4958 ,SER,-99,0.6616 ,21.1150 ,19.5770 ,18.0974 ,Huang et al. 2021
351.4891 ,-0.8741 ,DEV,-99,0.7627 ,22.8781 ,21.0220 ,19.2846 ,Huang et al. 2020
353.5287 ,-7.7712 ,SER,0.4118 ,0.4018 ,20.1641 ,18.3231 ,17.3802 ,Huang et al. 2021
353.8879 ,-40.8125 ,SER,-99,0.3196 ,19.5529 ,17.9447 ,17.1156 ,Stein et al.2022
353.9664 ,-51.8716 ,SER,-99,0.5549 ,20.7766 ,19.0712 ,17.8317 ,Diehl et al. 2017
354.0428 ,-2.1264 ,REX,0.4942 ,0.4867 ,20.5704 ,19.3586 ,18.4364 ,Huang et al. 2021
354.3709 ,26.5976 ,SER,0.3794 ,0.3921 ,20.2396 ,18.3593 ,17.3985 ,Stein et al.2022
354.6178 ,21.0473 ,REX,-99,0.7377 ,21.1407 ,20.1724 ,18.9666 ,Stein et al.2022
354.8266 ,-13.9408 ,DEV,-99,0.5770 ,21.4354 ,19.8566 ,18.6577 ,Stein et al.2022
355.3116 ,3.2518 ,DEV,0.7268 ,0.7191 ,21.3813 ,20.0673 ,18.6770 ,Stein et al.2022
356.5292 ,26.6619 ,SER,-99,0.5240 ,21.3338 ,20.0456 ,19.0792 ,Stein et al.2022
356.7965 ,-45.4836 ,SER,-99,0.6492 ,21.3428 ,19.4128 ,17.8711 ,Storfer et al. 2022
356.9366 ,-11.3459 ,REX,-99,0.4209 ,21.3399 ,20.3544 ,19.2430 ,Stein et al.2022
356.9548 ,-4.6500 ,DEV,-99,0.9785 ,22.6638 ,21.4718 ,19.5173 ,Stein et al.2022
357.4284 ,12.4188 ,REX,-99,0.6972 ,22.4641 ,20.9684 ,19.4705 ,Stein et al.2022
359.1421 ,2.6922 ,DEV,-99,0.8204 ,22.9522 ,21.2277 ,19.3540 ,Huang et al. 2021
