ra,dec,source_type,z_spec,z_phot_mean,mag_g,mag_r,mag_z
52.6621,-43.1767,SER,,0.4857,21.3732,19.8909,19.0247
53.1258,-38.6471,REX,,0.5196,21.163,19.6997,18.729
53.189,-40.0936,DEV,,0.7034,22.7034,20.7439,19.1077
53.2439,-4.9065,DEV,,0.6602,22.03,20.3007,18.7802
53.586,-14.9058,SER,,0.4406,21.463,19.7315,18.5422
53.7118,-38.7447,DEV,,0.3356,19.5256,18.0428,17.1495
53.8361,-40.6052,SER,,0.5582,21.6071,19.9783,18.8239
53.9151,-20.3305,SER,,0.5913,20.4678,19.0026,17.8105
53.974,-15.0563,DEV,,0.7234,22.4448,20.4174,18.6626
54.1627,-63.0254,SER,,0.2358,19.2094,17.8233,17.0472
54.178,-33.6828,DEV,,0.3591,20.5796,18.8069,17.8027
54.3932,-3.6915,SER,,0.5753,21.1881,19.5198,18.2266
54.4879,-33.2605,REX,,0.6986,23.1954,21.3796,19.8077
54.6423,-40.8624,REX,,0.8089,21.5861,20.7931,19.6142
54.7347,-56.307,REX,,0.7808,21.3582,20.4723,19.2058
55.1214,-10.3019,SER,,0.4113,20.8144,18.8836,17.8581
55.1834,-27.522,DEV,,0.593,20.5698,19.3754,18.1944
55.6612,-29.292,SER,,0.4084,19.9245,18.1721,17.2084
55.6917,-47.2155,REX,,0.7819,21.6681,20.7713,19.6052
55.7014,-23.7118,DEV,,0.7394,21.9444,21.0109,19.9225
55.8482,-36.9675,SER,,0.4323,21.263,19.4695,18.4942
55.8949,-38.6928,DEV,,0.853,23.3049,21.5691,19.6373
55.9413,-9.2182,SER,,0.4101,21.3036,19.3254,18.2975
56.0455,-46.221,DEV,,0.7669,22.2631,20.9312,19.3811
56.1886,-64.3594,DEV,,0.8179,22.6357,21.3519,19.6413
56.4112,-49.1728,SER,,0.2399,18.6811,17.5637,16.9108
56.4503,-38.4628,SER,,0.7989,22.7796,20.4502,18.5473
56.4885,-24.8577,SER,,0.3014,20.5821,19.099,18.2917
56.5486,-46.0298,SER,,0.4,20.3439,19.1273,18.3663
56.5705,-17.5598,DEV,,0.6356,22.0333,20.2643,18.8057
56.607,-28.6624,DEV,,0.8061,23.4015,21.5941,19.8512
56.6276,-41.033,SER,,0.2284,18.911,17.7295,17.0293
56.6573,-33.1324,SER,,0.2857,19.2651,17.7387,16.9358
56.6609,-63.2614,SER,,0.6424,21.2162,20.2312,19.0713
56.7199,-57.6516,SER,,0.7935,21.5332,20.723,19.6734
56.8716,-22.2088,SER,,0.8586,21.9321,20.8869,19.2614
56.872,-38.0505,DEV,,0.8048,23.0438,21.2386,19.4231
56.9581,-34.6886,SER,,0.633,21.6233,20.4079,19.3285
56.9604,-24.9295,SER,,0.6448,22.2227,20.5409,19.1292
56.9804,-30.5661,SER,,0.6004,21.0015,19.3123,17.9361
57.2879,-7.1065,SER,,0.1773,20.1633,19.5078,18.873
57.2982,-33.0173,SER,,0.5171,20.3983,18.5058,17.3234
57.5617,-63.3863,SER,,0.6597,21.1848,20.1092,19.1005
57.66,-47.1487,SER,,0.7074,23.0118,21.0619,19.4502
57.7914,-46.4112,SER,,0.2514,18.9379,17.5795,16.8691
57.8451,-64.0336,SER,,0.2308,19.1478,17.7575,16.9826
57.9521,-12.9684,EXP,,0.6851,20.9522,19.9349,18.8712
58.1152,-22.2745,SER,,0.1018,18.127,17.7657,17.4184
58.1802,-26.7145,SER,,0.7632,22.6403,20.8746,19.1108
58.192,-11.1688,REX,,0.788,21.1974,20.522,19.3965
58.284,-58.9149,SER,,0.4862,20.4799,18.6436,17.5496
58.5769,-42.7843,SER,,0.111,20.173,19.6348,19.3325
58.7255,-45.1985,REX,,0.3741,22.365,20.6663,19.8185
59.1199,-13.9418,DEV,,0.3363,19.9814,18.3511,17.4746
59.3453,-57.6459,SER,,0.7286,22.6024,20.6904,18.9826
59.5787,-57.7967,EXP,,0.3563,20.749,19.5814,18.8243
59.5968,-55.0212,SER,,0.9385,22.1097,21.3022,19.9274
59.6451,-52.4199,DEV,,0.7171,22.8964,20.7872,19.1237
59.6756,-34.6748,SER,,0.3344,21.8819,20.3599,19.5381
59.7174,-2.0802,REX,,0.1657,19.5816,18.4087,17.5145
59.735,-27.0165,REX,,0.4829,22.546,20.6321,19.5612
60.0093,-32.5871,SER,,0.2111,18.438,17.306,16.565
60.0484,-19.6706,REX,,0.6925,21.4174,20.2496,19.0528
60.2195,-11.9548,DEV,,0.6215,22.9205,21.2529,19.8851
60.5124,-29.5589,SER,,0.2341,19.0031,17.6304,16.8764
60.5213,-48.1357,SER,,0.2768,18.8187,17.3125,16.5202
60.528,-26.12,SER,,0.7182,22.5737,20.6242,18.9562
60.548,-44.4363,DEV,,0.783,22.6438,21.1819,19.5046
60.9148,-63.0246,SER,,0.3948,20.0542,18.3292,17.4108
61.1795,-66.1834,SER,,0.2916,20.057,18.8734,18.1364
61.2064,-24.8192,SER,,0.4463,21.0515,19.2022,18.1999
61.26,-26.5615,REX,,0.7025,22.2089,20.8598,19.5123
61.2612,-26.5605,DEV,,0.6699,23.2288,21.3017,19.7625
61.2826,-19.9998,SER,,0.2749,19.2837,17.8114,17.0174
61.4532,-22.4275,SER,,0.5392,21.3488,19.8535,18.0365
61.8974,-60.4925,SER,,0.0776,18.1669,17.5818,17.1723
61.9478,-18.8093,SER,,0.1572,18.6513,17.619,16.9735
61.9707,-49.3403,SER,,0.2624,18.6875,17.5092,16.8099
62.0902,-28.6892,SER,,0.823,22.547,21.1395,19.3411
62.2721,-44.6439,REX,,0.569,20.6156,19.3598,18.381
62.6332,-7.3401,DEV,,0.7136,23.4313,21.3895,19.689
63.0386,-1.8685,DEV,,0.2773,21.176,19.5397,18.4744
63.2121,-9.783,SER,,0.5953,22.1425,20.2517,18.8528
63.5531,-42.8062,DEV,,0.7112,22.9663,20.9908,19.3459
63.9845,-5.3827,DEV,,0.7578,23.0531,21.2607,19.4824
64.2603,-35.6136,SER,,0.5174,21.3913,19.503,18.3303
64.4028,-1.4101,DEV,,0.7346,22.1351,20.6845,19.0977
64.4471,-65.3989,SER,,0.5297,21.8228,19.9093,18.6695
64.7536,-33.1899,SER,,0.346,19.5865,17.8596,16.9956
65.2746,-52.4002,SER,,0.3336,21.4523,20.2906,18.7464
65.3667,-47.0248,DEV,,0.7847,22.8285,21.4303,19.8662
65.6001,-28.3021,DEV,,0.479,21.3541,20.1504,19.3659
65.6185,-3.1446,EXP,,0.6146,21.2773,20.1502,19.2282
65.7065,0.7816,DEV,,0.5381,23.0672,21.2922,19.9883
65.7083,0.7796,DEV,,0.6138,22.2176,20.3016,18.8823
65.8242,-60.3289,REX,,0.4789,20.4583,19.1184,18.3696
65.8328,-60.1294,SER,,0.7326,21.1324,20.2727,19.2859
65.9306,-44.8582,SER,,0.3508,21.3393,19.7111,18.8587
66.0631,-46.1429,DEV,,0.3883,21.8808,20.6151,18.9466
66.4646,-39.7264,SER,,0.2541,18.7913,17.5203,16.7285
66.5077,-64.4597,SER,,0.065,18.2208,17.7079,17.4264
67.181,0.3865,SER,,0.4131,20.836,19.0794,18.15
67.2937,-56.0576,SER,,0.2924,18.9056,17.4589,16.693
67.3244,-11.4503,SER,,0.5297,21.6692,19.8326,18.6356
67.3253,-11.4519,DEV,,0.47,22.0405,20.091,18.9701
67.4553,0.3145,SER,,0.4694,22.1052,20.366,19.2164
67.4876,-4.156,SER,,0.3966,21.9795,20.2241,19.2822
67.5506,-11.2821,SER,,0.7959,22.2828,21.0298,19.4398
67.6321,-60.3918,SER,,0.6545,20.4379,19.6433,18.7398
67.8292,-57.5677,SER,,0.2299,18.6821,17.5623,16.9068
68.0878,-53.4962,SER,,0.3852,21.4506,19.7826,18.8889
68.0898,-12.0076,DEV,,0.6874,22.6704,20.7239,19.111
68.187,-28.0851,SER,,0.6496,20.6199,19.3935,18.0917
68.9324,-64.7163,DEV,,0.6061,20.847,19.5638,18.465
69.1259,-44.9414,SER,,0.2738,19.0808,17.5787,16.7955
69.2327,-47.1557,SER,,0.0529,18.2029,17.65,17.3152
69.702,-28.5647,SER,,0.4106,20.5824,18.7259,17.759
69.8105,-6.9261,SER,,0.4345,20.7878,19.1254,18.1033
69.8213,-63.2116,SER,,0.0505,18.2186,17.3971,16.8524
70.1395,-35.5225,DEV,,0.6874,21.4728,20.1164,18.7686
70.2524,-9.332,SER,,0.6577,21.2492,20.0901,18.9715
70.4598,-24.8723,REX,,0.5929,21.2227,20.1871,19.2084
70.5936,-20.4866,SER,,0.24,19.1703,17.8139,17.0944
70.6789,-8.6091,DEV,,0.5878,20.9779,20.4277,19.8297
70.7451,-10.4251,SER,,0.5054,20.4181,18.6544,17.3941
70.8053,-17.5778,SER,,0.5342,22.1507,20.4339,19.2733
71.1843,-47.1718,SER,,0.8827,21.3337,20.7449,19.8191
71.4146,-54.8737,SER,,0.3522,19.4517,17.7398,16.8755
71.7398,-18.3563,SER,,0.5804,21.2285,20.5185,19.7343
71.9503,-50.7443,SER,,0.5508,22.6202,20.7042,19.406
71.9659,-36.3823,REX,,0.8454,21.8605,21.0659,19.6311
72.7945,-30.0974,SER,,0.4717,21.0991,19.44,18.2725
72.85,-50.2225,SER,,0.8362,21.1326,20.4395,19.1869
72.9736,-60.6433,SER,,0.7153,21.2724,20.2497,19.1558
73.2912,-24.8383,DEV,,0.2882,22.3711,20.9903,19.2268
73.3,-38.26,SER,,0.6396,22.1571,20.3214,18.8581
73.3391,-43.7839,SER,,0.8503,23.295,21.6533,19.8682
73.9446,-11.1379,EXP,,0.3709,21.4088,20.6256,19.9712
74.6586,-20.4149,SER,,0.3349,21.4339,20.4147,19.1473
74.7016,-48.696,REX,,0.8654,21.4797,20.7042,19.4964
74.839,-48.8337,DEV,,0.9565,24.3987,21.8056,19.7487
75.141,-62.2064,SER,,0.378,20.9428,19.2,18.3381
75.2006,-48.0216,SER,,0.3082,19.8355,19.0369,18.424
75.3769,-31.311,SER,,0.2032,18.7184,17.51,16.7589
75.4194,-51.1208,SER,,0.3856,21.2069,19.539,18.6844
75.5223,-55.4627,DEV,,0.9236,22.8479,21.2228,19.2543
75.9364,-39.1093,REX,,0.6043,20.7274,19.6457,18.6776
76.0034,-53.9238,SER,,0.6008,22.3342,20.9263,19.0843
76.0808,-34.9514,SER,,0.8479,21.3199,20.6808,19.5
76.1015,-34.0785,DEV,,0.8014,21.8199,20.8154,19.4483
76.403,-53.3494,SER,,0.3766,19.916,19.1878,18.5632
76.7254,-62.4228,SER,,0.2433,19.0625,17.6971,16.9715
76.9799,-22.652,EXP,,0.7514,21.1652,20.3208,19.189
77.1,-51.7697,SER,,0.2865,20.5932,19.2847,17.8652
77.1657,-49.3023,SER,,0.6286,21.5406,19.7603,18.2807
77.2108,-50.267,SER,,0.6713,20.9146,20.0878,19.2662
77.5953,-44.4359,SER,,0.5952,20.9024,19.55,18.4527
78.6583,-54.0851,EXP,,0.589,21.8785,20.6438,19.6877
78.8255,-51.7351,EXP,,0.6123,20.8403,19.8372,19.0154
78.8936,-21.4615,SER,,0.6044,21.5876,19.7454,18.3238
79.0758,-17.7903,EXP,,0.6716,22.3419,20.8531,19.4979
79.3652,-35.9767,SER,,0.6058,22.5262,20.9251,19.5949
79.5591,-34.9697,DEV,,0.7872,22.2758,20.5096,18.6453
79.5705,-31.5712,SER,,0.544,21.2038,19.3987,18.1975
79.8651,-32.1677,REX,,0.6661,21.0379,19.9759,18.923
80.189,-26.3467,SER,,0.4358,20.5283,18.8476,17.8486
80.2551,-29.534,SER,,0.6398,21.9955,20.1342,18.6533
80.2577,-41.875,DEV,,0.6617,21.2812,19.9688,18.7067
80.6045,-38.176,SER,,0.2773,20.086,18.672,17.8911
80.712,-46.1864,SER,,0.385,19.7354,17.8971,16.9816
80.7794,-24.0234,SER,,0.6304,20.6632,19.5863,18.5155
81.4991,-45.066,REX,,0.8537,21.9877,21.1031,19.7728
81.7963,-52.1621,EXP,,0.7352,22.0744,20.8197,19.4298
81.8816,-29.3084,SER,,0.3827,21.6188,20.3479,19.5791
81.9879,-38.5981,DEV,,0.7701,23.6997,21.589,19.8307
82.5035,-59.1529,DEV,,0.8427,23.0675,21.3097,19.4338
82.576,-22.4267,DEV,,0.4352,21.5806,20.2973,19.3835
82.748,-42.923,SER,,0.7263,22.0274,20.8752,19.6842
82.7597,-62.4096,DEV,,0.6811,22.7232,20.8876,19.3127
83.0753,-35.7541,SER,,0.492,22.6935,20.9113,19.8125
83.2214,-32.6915,REX,,0.5921,21.7885,20.4192,19.311
83.4514,-34.7154,SER,,0.6559,21.4399,20.2363,19.0643
83.7169,-36.5195,SER,,0.2809,19.5925,18.0549,17.2646
84.0181,-48.1832,DEV,,0.4206,20.6915,19.5094,18.6932
84.1871,-26.949,SER,,0.7543,22.3489,20.7163,19.0325
84.3784,-29.0817,DEV,,0.8404,23.6446,21.5914,19.6028
84.4011,-38.9845,DEV,,0.6394,22.1424,20.8302,19.6387
85.1439,-44.0294,SER,,0.5618,22.2661,20.4805,19.2324
85.2071,-21.4598,SER,,0.541,21.1665,19.2724,18.0189
85.3123,-29.8598,SER,,0.3063,19.0437,17.6065,16.6729
85.3808,-22.237,SER,,0.7827,21.3714,20.5993,19.5835
85.6834,-20.1946,SER,,0.4365,21.0626,19.2398,18.2891
85.7891,-40.3619,SER,,0.4329,20.7815,19.4045,18.5237
85.8614,-23.2946,REX,,0.6483,21.0678,20.2724,19.3094
85.9796,-39.5471,SER,,0.6129,20.6615,19.5394,18.4804
86.5792,-21.0869,REX,,0.6184,21.1508,19.9209,18.8751
86.6583,-35.0138,EXP,,0.8378,22.0051,21.1702,19.9742
86.7554,-38.9093,SER,,0.1894,20.5715,19.8538,18.3776
86.8301,-52.8,SER,,0.8809,22.067,21.1815,19.8744
87.1795,-46.5314,SER,,0.5953,21.3126,20.0937,19.0089
87.2053,-33.1909,DEV,,0.7608,22.9211,21.0412,19.2409
87.4002,-23.927,SER,,0.5134,20.2342,18.3104,17.1102
87.4087,-32.735,SER,,0.6314,22.0497,20.6384,19.4107
88.0776,-50.491,SER,,0.172,18.8333,17.668,16.9334
89.0012,-22.4905,EXP,,0.9134,22.1527,21.3624,19.8676
89.0688,-43.7956,SER,,0.6305,20.7615,19.7488,18.6387
89.2194,-41.5158,SER,,0.6318,21.0567,20.2805,19.7217
89.338,-45.6487,SER,,0.5647,21.1673,19.9582,18.8649
89.3429,-22.9166,REX,,0.5232,20.9503,19.7166,18.7864
90.16,-35.5836,SER,,0.8029,22.2686,20.9286,19.1332
90.6148,-58.1934,SER,,0.6783,21.5136,20.3964,19.3406
90.6811,-58.4005,SER,,0.2873,19.1821,17.6185,16.8343
90.9948,-35.9762,DEV,,0.4887,21.5137,19.4617,18.2772
91.2521,-33.1392,SER,,0.6139,22.2882,20.4671,19.0605
91.457,-37.992,SER,,0.6884,21.5594,20.0638,18.5395
91.7081,-30.6127,SER,,0.6036,20.9617,19.8952,19.0194
92.132,-40.1923,REX,,0.7358,20.9862,20.5866,19.6733
92.1646,-32.2021,SER,,0.4376,20.2677,19.3909,18.6072
92.7762,-57.6836,SER,,1.0072,21.8247,21.0786,19.733
94.1192,-57.0601,DEV,,0.7712,22.218,20.8591,19.2985
94.3877,-43.8249,REX,,0.7863,23.5479,21.662,19.9169
94.6031,-48.9212,SER,,0.5788,21.9218,20.8151,19.8535
94.6507,-47.0086,SER,,0.6195,22.8611,21.1174,19.7191
95.1428,-43.8478,DEV,,0.7129,22.8015,21.2456,19.746
95.5826,-58.8788,DEV,,0.8999,23.3827,21.5459,19.57
96.2904,-50.8747,SER,,0.4875,20.458,18.5294,17.3664
107.5899,31.4336,DEV,,0.7693,23.2715,21.3511,19.5161
107.9877,31.8242,REX,,0.7111,22.5137,20.8584,19.3171
108.425,33.0032,REX,,0.5968,22.0475,20.6222,19.403
108.7682,27.7765,DEV,,0.7202,22.7304,20.6462,18.9149
108.8975,30.1404,DEV,,0.6944,22.2412,20.306,18.6621
109.106,31.6017,DEV,,0.3413,21.2517,19.5479,18.605
109.3033,25.9365,DEV,,0.6777,22.3616,20.6463,19.1479
113.7119,17.2044,SER,,0.2778,19.1684,17.6184,16.7599
114.4052,26.6132,SER,0.7552,0.715,20.9307,19.8594,18.5331
114.5157,16.0529,REX,,0.7639,21.0924,20.3614,19.1309
114.7977,28.4968,REX,,0.5706,20.4299,19.8202,19.094
115.3937,25.7364,REX,0.7121,0.7048,21.3278,20.3263,19.1497
116.9773,13.5747,EXP,,0.9185,21.6511,20.9582,19.6723
117.081,9.0661,REX,,0.4658,22.1578,20.4186,19.5809
117.1107,28.5903,SER,,0.442,19.3701,17.6025,16.5826
117.8932,14.497,SER,0.5702,0.5717,20.3553,18.9593,17.8655
118.7359,26.7982,SER,,0.9817,21.5205,21.0651,19.9641
118.7391,20.272,REX,,0.6468,21.7366,20.4922,19.3048
119.1781,29.2673,REX,,0.4823,22.7233,20.8729,19.8079
119.211,2.6785,EXP,,0.1753,20.4359,19.9694,19.5979
119.3393,9.263,SER,,0.3327,21.2504,19.8624,18.2481
119.5552,19.681,REX,,0.855,21.7577,20.9251,19.6081
119.7371,30.2619,SER,0.3211,0.3282,19.2799,17.5596,16.6248
119.7698,18.742,REX,,0.6559,21.3675,20.2378,19.1743
119.991,26.8919,SER,,0.2825,21.1194,19.8134,18.4811
120.0365,11.5258,DEV,0.7118,0.7353,22.4604,20.4871,18.7555
120.1318,24.6873,DEV,0.5601,0.5813,20.704,19.4314,18.3998
120.2142,6.2273,DEV,,0.785,23.643,21.7593,19.9668
120.2855,25.2802,EXP,,0.405,21.1219,20.2175,19.5873
120.3668,10.5361,SER,,0.7838,21.6139,20.7429,19.6921
120.4178,8.0186,SER,,0.2124,20.5267,19.4783,18.4202
120.5547,12.3621,SER,0.7329,0.697,20.8655,19.7094,18.3769
120.5641,14.6345,SER,,0.411,21.2423,19.4326,18.4955
120.6246,15.3131,DEV,,0.82,23.7592,21.5164,19.6839
120.927,6.9043,DEV,,0.657,22.0533,20.5532,19.1877
121.2457,10.2013,EXP,,0.5052,20.8537,19.9206,19.0115
121.2486,30.476,DEV,0.5359,0.3597,19.682,18.2601,17.2056
121.4941,-0.9598,DEV,,0.7948,23.3086,21.5062,19.7099
121.6244,7.4551,DEV,,0.6182,22.9271,21.1644,19.761
121.7696,16.6479,EXP,,0.6091,23.6,21.986,19.383
121.7832,29.6328,SER,0.3773,0.373,19.3197,17.5056,16.5707
122.7643,20.999,REX,0.8885,0.8784,22.8318,21.3618,19.5684
122.7648,21.0001,EXP,,0.8946,21.9055,21.1921,19.939
123.1264,27.6469,SER,,0.2325,20.3704,19.8024,19.4103
123.6277,-1.9801,SER,,0.2449,19.1492,17.6696,16.8429
123.7256,29.3517,SER,,0.327,21.6598,20.5275,19.0202
123.8773,30.468,DEV,0.5645,0.5494,21.873,19.9318,18.6337
124.0687,-3.2142,SER,,0.2664,20.9457,19.7179,18.6669
124.1064,3.3192,EXP,,0.8133,21.2147,20.7283,19.7523
124.1343,25.4657,REX,,0.394,21.9893,20.71,19.9816
124.6621,19.7121,SER,,0.4491,21.2758,19.4071,18.3969
124.7556,33.1763,DEV,,0.3696,22.0571,20.3556,19.3784
125.6284,23.2532,DEV,,0.7412,21.3715,20.2498,18.8961
126.0881,23.6267,SER,,0.3291,20.2566,19.0913,18.2188
126.2056,-5.7376,SER,,0.222,18.8421,17.6568,16.8859
126.2795,-1.3412,DEV,,0.2322,18.9695,17.545,16.7183
127.4741,-6.5287,SER,,0.5147,21.3582,19.634,18.4181
127.5609,24.7989,EXP,0.1816,0.5667,21.6333,20.3212,19.2329
127.9124,26.9098,SER,0.5395,0.5372,20.9333,19.2292,18.0053
127.9437,17.1446,SER,,0.6529,21.5508,20.3702,18.8733
128.2003,3.9715,DEV,,0.8661,22.5098,21.1419,19.4029
128.2943,3.0265,DEV,,0.7203,22.9502,21.0526,19.3585
128.3597,14.9249,DEV,0.6537,0.66,22.5274,20.81,19.3075
128.4547,4.5564,DEV,0.1756,0.1577,17.2722,16.1858,15.4578
128.9673,-2.5613,SER,,0.6706,22.6726,20.9522,19.4215
128.9905,24.5076,REX,,0.5384,22.0697,20.375,19.2019
129.2317,21.8853,EXP,0.866,0.8215,21.3224,20.528,19.2459
129.3559,9.3693,SER,,0.1191,20.0897,19.5893,19.2388
129.5691,-2.2738,SER,,0.5705,21.6315,19.8527,18.5885
131.8715,0.9346,SER,0.2053,0.2063,18.8907,17.6076,16.8408
132.1146,16.7675,SER,0.5624,0.58,21.8035,20.071,18.8148
133.6824,6.7496,DEV,,0.5438,22.7798,20.8707,19.736
133.8934,-8.6432,SER,,0.0818,18.3607,17.4485,16.7904
134.0786,19.3681,DEV,,0.3115,21.3829,19.9004,19.1147
135.0958,1.3602,SER,0.2518,0.2695,19.2201,17.7057,16.8932
135.2746,14.4814,EXP,,0.4573,21.7689,20.4435,19.3274
135.4727,21.0219,EXP,,0.5993,21.6944,20.7133,19.813
135.5751,6.7941,SER,,0.4732,20.0553,18.2401,17.0979
136.1265,12.0263,REX,,0.765,21.6217,20.6784,19.4466
137.4788,14.1647,SER,0.214,0.2225,19.1559,17.7639,16.9491
138.0167,17.4373,DEV,0.6938,0.7269,23.2127,21.1184,19.414
138.2473,3.2158,SER,,0.8196,21.8297,20.7805,19.1336
138.4427,5.1981,SER,,0.338,21.3776,19.7975,18.9145
138.667,16.0557,SER,0.5638,0.5721,21.6824,19.8392,18.5291
138.8375,1.6808,REX,0.5969,0.608,21.1902,19.8764,18.7221
139.0075,18.4919,DEV,,1.0152,23.6904,22.066,19.7593
139.1843,-3.6889,SER,,0.5936,21.3581,19.999,18.8922
140.2173,9.0619,SER,0.8598,0.8502,22.9273,21.0775,19.0509
140.7964,27.0938,SER,0.2714,0.2582,19.1663,17.7367,16.9188
141.218,-5.5307,DEV,,0.9037,23.0715,21.3681,19.3935
141.8763,29.6329,EXP,,0.3728,20.7404,20.263,19.954
142.0781,7.7427,DEV,0.5814,0.5839,21.7197,19.872,18.533
142.8911,-8.4913,DEV,,0.772,23.4902,21.4642,19.6556
143.6903,13.0958,DEV,0.5854,0.636,22.126,20.2668,18.8084
143.7018,9.5936,SER,0.3004,0.2906,19.0252,17.4416,16.6173
143.7157,24.6014,DEV,,0.7459,22.462,20.4234,18.6776
143.8219,9.7088,DEV,,0.839,24.4408,21.7148,19.8023
143.8726,6.1406,DEV,,0.3782,21.218,19.681,18.7596
145.5707,-0.5188,SER,,0.7066,21.371,20.2505,19.1425
145.7143,14.4588,DEV,,0.3835,21.7501,19.9928,19.0952
146.2395,18.9603,REX,0.5986,0.5428,21.4896,19.8165,18.5948
147.4844,28.791,DEV,0.6925,0.6886,21.1879,19.2643,17.6469
147.6379,17.375,DEV,,0.7704,22.7354,21.1984,19.6041
147.9429,-0.4797,SER,0.7616,0.7677,21.8227,20.2112,18.4617
148.1107,16.808,DEV,0.6612,0.6779,22.1918,20.6274,19.1851
148.5448,9.4198,REX,,0.4062,20.3512,19.3669,18.609
148.9164,30.2282,DEV,,0.4825,22.0827,20.4523,19.3497
149.4459,24.7795,DEV,0.5605,0.49,21.118,19.5072,18.3102
149.4766,14.9471,SER,,0.6416,22.0238,20.2051,18.7416
150.4863,15.4209,DEV,,0.3124,20.5082,18.9084,17.8666
150.7178,32.2722,SER,0.3013,0.2837,18.9941,17.4955,16.7146
151.6864,9.5381,DEV,,0.5209,23.0005,21.0961,19.9229
151.7477,21.1449,DEV,,0.6993,21.2342,20.363,19.3615
152.2042,1.5235,SER,,0.246,18.9109,17.6613,16.9189
152.2413,13.8624,REX,,0.584,21.5635,20.5116,19.5567
152.4917,1.541,DEV,,0.7168,23.4482,21.3536,19.687
152.6578,-5.2562,SER,,0.6287,21.772,19.9169,18.4481
152.8822,-3.7934,SER,,0.2665,19.1436,17.6686,16.8654
152.9121,28.4949,DEV,,0.7959,22.9425,21.2327,19.4578
152.9124,4.416,DEV,,0.5205,22.8817,20.9165,19.703
153.0553,21.429,SER,,0.2972,20.0665,18.5243,17.6956
153.1785,5.9709,EXP,,0.4144,22.2305,20.5959,19.6648
153.341,5.1475,DEV,,0.8063,23.4166,21.5202,19.6355
153.3476,6.8595,DEV,,0.6339,23.0179,21.1794,19.7421
153.6301,24.4854,SER,0.546,0.5609,21.0076,19.3723,18.1363
153.7291,6.3561,SER,0.6089,0.5966,20.7382,19.5386,18.5213
153.9434,18.2348,DEV,,0.8572,23.2107,21.6926,19.7457
154.0369,24.3094,SER,0.2407,0.258,18.9522,17.4758,16.6896
154.2775,27.1425,EXP,,0.8873,22.1531,21.2253,19.6491
154.6296,-4.0659,DEV,,0.6144,21.3745,19.8147,18.4859
154.8202,-3.5796,DEV,,0.2596,19.8076,18.7338,18.0707
155.2354,24.7317,DEV,,0.7656,23.1852,21.1541,19.3336
155.2663,-1.7821,DEV,,0.8004,23.0692,21.3078,19.4753
155.2857,-0.5696,SER,,0.2546,20.7311,20.017,19.6153
155.6355,10.2292,DEV,0.2362,0.2403,19.0915,17.6741,16.8943
155.8575,2.9884,DEV,,0.7143,22.8327,20.8415,19.1766
157.4283,-4.8102,SER,,0.3286,20.9631,19.2746,18.2955
157.5023,-9.8162,DEV,,0.3171,20.9663,20.3743,19.9512
157.668,-9.5392,SER,,0.1473,18.5064,17.4007,16.6638
158.1389,11.2161,DEV,,0.5463,22.7254,20.8704,19.6279
158.1865,-1.5565,SER,0.3181,0.3007,19.3092,17.712,16.8308
158.7661,2.6517,SER,,0.1388,18.8537,17.8127,17.0927
159.1496,23.3004,SER,0.3416,0.3397,19.4124,17.7215,16.8556
160.3277,-8.4987,SER,,0.3813,20.2932,19.11,18.3394
160.3592,-8.6539,SER,,0.4013,19.6101,17.6922,16.7195
160.4452,10.1611,EXP,,0.7609,23.1313,21.193,19.4486
160.6962,24.8794,DEV,,0.7983,22.7228,21.132,19.269
160.863,1.6112,DEV,0.6956,0.5573,22.4921,20.8026,19.4479
160.8735,26.6615,DEV,0.5656,0.5677,21.9767,20.129,18.8616
160.8898,26.7868,SER,0.5588,0.5676,21.4466,19.6085,18.2956
161.4663,6.4958,REX,,0.3592,21.7814,20.0906,19.2576
161.5507,-5.5709,DEV,,0.5907,21.3777,19.523,18.1286
161.8206,27.9906,SER,0.4333,0.4168,19.4368,17.7582,16.7713
161.8891,21.4509,SER,0.3618,0.374,20.0853,18.3504,17.4327
161.8899,1.8178,SER,,0.4267,20.458,19.3691,18.7037
161.9329,15.7453,DEV,,0.3731,20.6128,19.0716,18.2096
162.149,8.0753,SER,,0.7746,22.5165,20.6398,18.8237
162.5003,23.6515,SER,,0.2039,18.6912,17.5137,16.7866
162.6264,17.3685,SER,,0.3933,19.9549,18.3837,17.4581
162.8282,18.1906,SER,0.2181,0.2002,19.0731,17.7332,16.8443
162.9361,15.2317,REX,,0.4275,20.2908,19.4333,18.7158
162.9467,10.1164,DEV,,0.7829,22.416,20.8237,19.0676
162.9569,27.1855,DEV,0.6307,0.6649,22.4272,20.7732,19.2968
164.0191,27.0769,SER,,0.5391,21.0579,19.2407,18.0203
164.1528,17.8527,SER,,0.9213,21.6102,20.6562,18.943
164.2259,9.5203,DEV,0.7434,0.7415,22.2522,20.5229,18.8373
164.722,-29.7715,DEV,,0.743,22.7308,20.9955,19.2834
164.8937,-29.4393,DEV,,0.9454,23.3733,21.3907,19.2753
165.0299,26.4998,DEV,,0.3669,21.9662,20.3679,19.5149
165.3411,-6.7255,SER,,0.663,21.2319,20.1775,19.1737
165.4957,-2.2157,SER,0.5604,0.5752,20.5015,18.6428,17.2761
165.8901,23.9462,SER,,0.3413,20.154,18.692,17.8055
166.3796,2.9601,DEV,,0.7494,22.67,20.7894,19.0342
166.8473,11.5494,DEV,,0.504,20.6614,19.0902,18.0275
